game_pk,date,away_mlb,home_mlb,away_bdl,home_bdl,matchup
289072,2011-09-10,KC,SEA,KC,SEA,KC @ SEA
289073,2011-09-10,LAD,SF,LAD,SF,LAD @ SF
289070,2011-09-10,FLA,PIT,MIA,PIT,MIA @ PIT
289074,2011-09-10,MIN,DET,MIN,DET,MIN @ DET
289075,2011-09-10,NYY,LAA,NYY,LAA,NYY @ LAA
289076,2011-09-10,OAK,TEX,OAK,TEX,OAK @ TEX
289077,2011-09-10,PHI,MIL,PHI,MIL,PHI @ MIL
289078,2011-09-10,SD,AZ,SD,ARI,SD @ ARI
289079,2011-09-11,ATL,STL,ATL,STL,ATL @ STL
289080,2011-09-11,BAL,TOR,BAL,TOR,BAL @ TOR
289081,2011-09-11,BOS,TB,BOS,TB,BOS @ TB
289082,2011-09-11,CHC,NYM,CHC,NYM,CHC @ NYM
289083,2011-09-11,CIN,COL,CIN,COL,CIN @ COL
289084,2011-09-11,CLE,CWS,CLE,CHW,CLE @ CHW
289086,2011-09-11,HOU,WSH,HOU,WSH,HOU @ WSH
289087,2011-09-11,KC,SEA,KC,SEA,KC @ SEA
289088,2011-09-11,LAD,SF,LAD,SF,LAD @ SF
289085,2011-09-11,FLA,PIT,MIA,PIT,MIA @ PIT
289089,2011-09-11,MIN,DET,MIN,DET,MIN @ DET
289090,2011-09-11,NYY,LAA,NYY,LAA,NYY @ LAA
289091,2011-09-11,OAK,TEX,OAK,TEX,OAK @ TEX
289092,2011-09-11,PHI,MIL,PHI,MIL,PHI @ MIL
289093,2011-09-11,SD,AZ,SD,ARI,SD @ ARI
289095,2011-09-12,AZ,LAD,ARI,LAD,ARI @ LAD
289096,2011-09-12,CHC,CIN,CHC,CIN,CHC @ CIN
289097,2011-09-12,DET,CWS,DET,CHW,DET @ CHW
289094,2011-09-12,LAA,OAK,LAA,OAK,LAA @ OAK
289098,2011-09-12,FLA,ATL,MIA,ATL,MIA @ ATL
289099,2011-09-12,NYY,SEA,NYY,SEA,NYY @ SEA
289100,2011-09-12,PHI,HOU,PHI,HOU,PHI @ HOU
289101,2011-09-12,SD,SF,SD,SF,SD @ SF
289102,2011-09-12,STL,PIT,STL,PIT,STL @ PIT
289103,2011-09-12,TB,BAL,TB,BAL,TB @ BAL
289104,2011-09-12,WSH,NYM,WSH,NYM,WSH @ NYM
289106,2011-09-13,AZ,LAD,ARI,LAD,ARI @ LAD
289107,2011-09-13,CHC,CIN,CHC,CIN,CHC @ CIN
289108,2011-09-13,CLE,TEX,CLE,TEX,CLE @ TEX
289109,2011-09-13,COL,MIL,COL,MIL,COL @ MIL
289110,2011-09-13,DET,CWS,DET,CHW,DET @ CHW
289105,2011-09-13,LAA,OAK,LAA,OAK,LAA @ OAK
289111,2011-09-13,FLA,ATL,MIA,ATL,MIA @ ATL
289112,2011-09-13,MIN,KC,MIN,KC,MIN @ KC
289113,2011-09-13,NYY,SEA,NYY,SEA,NYY @ SEA
289114,2011-09-13,PHI,HOU,PHI,HOU,PHI @ HOU
289115,2011-09-13,SD,SF,SD,SF,SD @ SF
289116,2011-09-13,STL,PIT,STL,PIT,STL @ PIT
289117,2011-09-13,TB,BAL,TB,BAL,TB @ BAL
289118,2011-09-13,TOR,BOS,TOR,BOS,TOR @ BOS
289119,2011-09-13,WSH,NYM,WSH,NYM,WSH @ NYM
289121,2011-09-14,AZ,LAD,ARI,LAD,ARI @ LAD
289122,2011-09-14,CHC,CIN,CHC,CIN,CHC @ CIN
289123,2011-09-14,CLE,TEX,CLE,TEX,CLE @ TEX
289124,2011-09-14,COL,MIL,COL,MIL,COL @ MIL
289125,2011-09-14,DET,CWS,DET,CHW,DET @ CHW
289120,2011-09-14,LAA,OAK,LAA,OAK,LAA @ OAK
289126,2011-09-14,FLA,ATL,MIA,ATL,MIA @ ATL
289127,2011-09-14,MIN,KC,MIN,KC,MIN @ KC
289128,2011-09-14,NYY,SEA,NYY,SEA,NYY @ SEA
289129,2011-09-14,PHI,HOU,PHI,HOU,PHI @ HOU
289130,2011-09-14,SD,SF,SD,SF,SD @ SF
289131,2011-09-14,STL,PIT,STL,PIT,STL @ PIT
289132,2011-09-14,TB,BAL,TB,BAL,TB @ BAL
289133,2011-09-14,TOR,BOS,TOR,BOS,TOR @ BOS
289134,2011-09-14,WSH,NYM,WSH,NYM,WSH @ NYM
289136,2011-09-15,CHC,CIN,CHC,CIN,CHC @ CIN
289135,2011-09-15,CWS,KC,CHW,KC,CHW @ KC
289137,2011-09-15,CLE,TEX,CLE,TEX,CLE @ TEX
289138,2011-09-15,DET,OAK,DET,OAK,DET @ OAK
288893,2011-09-15,FLA,PHI,MIA,PHI,MIA @ PHI
289139,2011-09-15,PIT,LAD,PIT,LAD,PIT @ LAD
289140,2011-09-15,SF,COL,SF,COL,SF @ COL
289141,2011-09-15,TB,BOS,TB,BOS,TB @ BOS
289142,2011-09-15,WSH,NYM,WSH,NYM,WSH @ NYM
289144,2011-09-16,AZ,SD,ARI,SD,ARI @ SD
289145,2011-09-16,CWS,KC,CHW,KC,CHW @ KC
289146,2011-09-16,CLE,MIN,CLE,MIN,CLE @ MIN
289147,2011-09-16,DET,OAK,DET,OAK,DET @ OAK
289149,2011-09-16,HOU,CHC,HOU,CHC,HOU @ CHC
289143,2011-09-16,LAA,BAL,LAA,BAL,LAA @ BAL
289148,2011-09-16,FLA,WSH,MIA,WSH,MIA @ WSH
289150,2011-09-16,MIL,CIN,MIL,CIN,MIL @ CIN
289152,2011-09-16,NYM,ATL,NYM,ATL,NYM @ ATL
289151,2011-09-16,NYY,TOR,NYY,TOR,NYY @ TOR
289153,2011-09-16,PIT,LAD,PIT,LAD,PIT @ LAD
289154,2011-09-16,SF,COL,SF,COL,SF @ COL
289155,2011-09-16,STL,PHI,STL,PHI,STL @ PHI
289156,2011-09-16,TB,BOS,TB,BOS,TB @ BOS
289157,2011-09-16,TEX,SEA,TEX,SEA,TEX @ SEA
289159,2011-09-17,AZ,SD,ARI,SD,ARI @ SD
289160,2011-09-17,CWS,KC,CHW,KC,CHW @ KC
289161,2011-09-17,CLE,MIN,CLE,MIN,CLE @ MIN
289162,2011-09-17,DET,OAK,DET,OAK,DET @ OAK
289164,2011-09-17,HOU,CHC,HOU,CHC,HOU @ CHC
289158,2011-09-17,LAA,BAL,LAA,BAL,LAA @ BAL
289163,2011-09-17,FLA,WSH,MIA,WSH,MIA @ WSH
289165,2011-09-17,MIL,CIN,MIL,CIN,MIL @ CIN
289167,2011-09-17,NYM,ATL,NYM,ATL,NYM @ ATL
289166,2011-09-17,NYY,TOR,NYY,TOR,NYY @ TOR
289168,2011-09-17,PIT,LAD,PIT,LAD,PIT @ LAD
289169,2011-09-17,SF,COL,SF,COL,SF @ COL
289170,2011-09-17,STL,PHI,STL,PHI,STL @ PHI
289171,2011-09-17,TB,BOS,TB,BOS,TB @ BOS
289172,2011-09-17,TEX,SEA,TEX,SEA,TEX @ SEA
289174,2011-09-18,AZ,SD,ARI,SD,ARI @ SD
289175,2011-09-18,CWS,KC,CHW,KC,CHW @ KC
289176,2011-09-18,CLE,MIN,CLE,MIN,CLE @ MIN
289177,2011-09-18,DET,OAK,DET,OAK,DET @ OAK
289179,2011-09-18,HOU,CHC,HOU,CHC,HOU @ CHC
289173,2011-09-18,LAA,BAL,LAA,BAL,LAA @ BAL
289178,2011-09-18,FLA,WSH,MIA,WSH,MIA @ WSH
289180,2011-09-18,MIL,CIN,MIL,CIN,MIL @ CIN
289182,2011-09-18,NYM,ATL,NYM,ATL,NYM @ ATL
289181,2011-09-18,NYY,TOR,NYY,TOR,NYY @ TOR
289183,2011-09-18,PIT,LAD,PIT,LAD,PIT @ LAD
289184,2011-09-18,SF,COL,SF,COL,SF @ COL
289185,2011-09-18,STL,PHI,STL,PHI,STL @ PHI
289186,2011-09-18,TB,BOS,TB,BOS,TB @ BOS
289187,2011-09-18,TEX,SEA,TEX,SEA,TEX @ SEA
289189,2011-09-19,ATL,FLA,ATL,MIA,ATL @ MIA
289190,2011-09-19,BAL,BOS,BAL,BOS,BAL @ BOS
289191,2011-09-19,HOU,CIN,HOU,CIN,HOU @ CIN
289188,2011-09-19,LAA,TOR,LAA,TOR,LAA @ TOR
289192,2011-09-19,MIL,CHC,MIL,CHC,MIL @ CHC
286969,2011-09-19,MIN,NYY,MIN,NYY,MIN @ NYY
289193,2011-09-19,PIT,AZ,PIT,ARI,PIT @ ARI
289194,2011-09-19,SD,COL,SD,COL,SD @ COL
287499,2011-09-19,SEA,CLE,SEA,CLE,SEA @ CLE
289195,2011-09-19,STL,PHI,STL,PHI,STL @ PHI
289197,2011-09-20,ATL,FLA,ATL,MIA,ATL @ MIA
289198,2011-09-20,BAL,BOS,BAL,BOS,BAL @ BOS
289199,2011-09-20,CWS,CLE,CHW,CLE,CHW @ CLE
289200,2011-09-20,DET,KC,DET,KC,DET @ KC
289201,2011-09-20,HOU,CIN,HOU,CIN,HOU @ CIN
289196,2011-09-20,LAA,TOR,LAA,TOR,LAA @ TOR
289202,2011-09-20,MIL,CHC,MIL,CHC,MIL @ CHC
289203,2011-09-20,NYM,STL,NYM,STL,NYM @ STL
289204,2011-09-20,PIT,AZ,PIT,ARI,PIT @ ARI
289205,2011-09-20,SD,COL,SD,COL,SD @ COL
289206,2011-09-20,SEA,MIN,SEA,MIN,SEA @ MIN
289207,2011-09-20,SF,LAD,SF,LAD,SF @ LAD
289208,2011-09-20,TB,NYY,TB,NYY,TB @ NYY
289209,2011-09-20,TEX,OAK,TEX,OAK,TEX @ OAK
289210,2011-09-20,WSH,PHI,WSH,PHI,WSH @ PHI
289212,2011-09-21,ATL,FLA,ATL,MIA,ATL @ MIA
289213,2011-09-21,BAL,BOS,BAL,BOS,BAL @ BOS
289214,2011-09-21,CWS,CLE,CHW,CLE,CHW @ CLE
289215,2011-09-21,DET,KC,DET,KC,DET @ KC
289216,2011-09-21,HOU,CIN,HOU,CIN,HOU @ CIN
289211,2011-09-21,LAA,TOR,LAA,TOR,LAA @ TOR
289217,2011-09-21,MIL,CHC,MIL,CHC,MIL @ CHC
289218,2011-09-21,NYM,STL,NYM,STL,NYM @ STL
289219,2011-09-21,PIT,AZ,PIT,ARI,PIT @ ARI
289220,2011-09-21,SD,COL,SD,COL,SD @ COL
289221,2011-09-21,SEA,MIN,SEA,MIN,SEA @ MIN
289222,2011-09-21,SF,LAD,SF,LAD,SF @ LAD
289223,2011-09-21,TB,NYY,TB,NYY,TB @ NYY
289224,2011-09-21,TEX,OAK,TEX,OAK,TEX @ OAK
289225,2011-09-21,WSH,PHI,WSH,PHI,WSH @ PHI
289227,2011-09-22,BAL,DET,BAL,DET,BAL @ DET
289228,2011-09-22,CWS,CLE,CHW,CLE,CHW @ CLE
289229,2011-09-22,COL,HOU,COL,HOU,COL @ HOU
289226,2011-09-22,LAA,TOR,LAA,TOR,LAA @ TOR
289230,2011-09-22,NYM,STL,NYM,STL,NYM @ STL
289231,2011-09-22,SEA,MIN,SEA,MIN,SEA @ MIN
289232,2011-09-22,SF,LAD,SF,LAD,SF @ LAD
288243,2011-09-22,TB,NYY,TB,NYY,TB @ NYY
289233,2011-09-22,TEX,OAK,TEX,OAK,TEX @ OAK
289234,2011-09-22,WSH,PHI,WSH,PHI,WSH @ PHI
289235,2011-09-23,ATL,WSH,ATL,WSH,ATL @ WSH
289236,2011-09-23,BAL,DET,BAL,DET,BAL @ DET
289238,2011-09-23,CHC,STL,CHC,STL,CHC @ STL
289239,2011-09-23,CIN,PIT,CIN,PIT,CIN @ PIT
289240,2011-09-23,COL,HOU,COL,HOU,COL @ HOU
289242,2011-09-23,KC,CWS,KC,CHW,KC @ CHW
289243,2011-09-23,LAD,SD,LAD,SD,LAD @ SD
289241,2011-09-23,FLA,MIL,MIA,MIL,MIA @ MIL
289244,2011-09-23,MIN,CLE,MIN,CLE,MIN @ CLE
289245,2011-09-23,OAK,LAA,OAK,LAA,OAK @ LAA
289247,2011-09-23,SEA,TEX,SEA,TEX,SEA @ TEX
289248,2011-09-23,SF,AZ,SF,ARI,SF @ ARI
289249,2011-09-23,TOR,TB,TOR,TB,TOR @ TB
289250,2011-09-24,ATL,WSH,ATL,WSH,ATL @ WSH
289251,2011-09-24,BAL,DET,BAL,DET,BAL @ DET
289252,2011-09-24,BOS,NYY,BOS,NYY,BOS @ NYY
289253,2011-09-24,CHC,STL,CHC,STL,CHC @ STL
289254,2011-09-24,CIN,PIT,CIN,PIT,CIN @ PIT
289255,2011-09-24,COL,HOU,COL,HOU,COL @ HOU
289257,2011-09-24,KC,CWS,KC,CHW,KC @ CHW
289258,2011-09-24,LAD,SD,LAD,SD,LAD @ SD
289256,2011-09-24,FLA,MIL,MIA,MIL,MIA @ MIL
289259,2011-09-24,MIN,CLE,MIN,CLE,MIN @ CLE
289260,2011-09-24,OAK,LAA,OAK,LAA,OAK @ LAA
289261,2011-09-24,PHI,NYM,PHI,NYM,PHI @ NYM
289262,2011-09-24,SEA,TEX,SEA,TEX,SEA @ TEX
289263,2011-09-24,SF,AZ,SF,ARI,SF @ ARI
289264,2011-09-24,TOR,TB,TOR,TB,TOR @ TB
289265,2011-09-25,ATL,WSH,ATL,WSH,ATL @ WSH
289266,2011-09-25,BAL,DET,BAL,DET,BAL @ DET
289267,2011-09-25,BOS,NYY,BOS,NYY,BOS @ NYY
289268,2011-09-25,CHC,STL,CHC,STL,CHC @ STL
289269,2011-09-25,CIN,PIT,CIN,PIT,CIN @ PIT
289270,2011-09-25,COL,HOU,COL,HOU,COL @ HOU
289272,2011-09-25,KC,CWS,KC,CHW,KC @ CHW
289273,2011-09-25,LAD,SD,LAD,SD,LAD @ SD
289271,2011-09-25,FLA,MIL,MIA,MIL,MIA @ MIL
289274,2011-09-25,MIN,CLE,MIN,CLE,MIN @ CLE
289275,2011-09-25,OAK,LAA,OAK,LAA,OAK @ LAA
289276,2011-09-25,PHI,NYM,PHI,NYM,PHI @ NYM
289277,2011-09-25,SEA,TEX,SEA,TEX,SEA @ TEX
289278,2011-09-25,SF,AZ,SF,ARI,SF @ ARI
289279,2011-09-25,TOR,TB,TOR,TB,TOR @ TB
289280,2011-09-26,BOS,BAL,BOS,BAL,BOS @ BAL
289281,2011-09-26,CHC,SD,CHC,SD,CHC @ SD
289282,2011-09-26,CIN,NYM,CIN,NYM,CIN @ NYM
289283,2011-09-26,CLE,DET,CLE,DET,CLE @ DET
289284,2011-09-26,COL,SF,COL,SF,COL @ SF
289285,2011-09-26,KC,MIN,KC,MIN,KC @ MIN
289286,2011-09-26,LAD,AZ,LAD,ARI,LAD @ ARI
289287,2011-09-26,NYY,TB,NYY,TB,NYY @ TB
289288,2011-09-26,OAK,SEA,OAK,SEA,OAK @ SEA
289289,2011-09-26,PHI,ATL,PHI,ATL,PHI @ ATL
289290,2011-09-26,PIT,MIL,PIT,MIL,PIT @ MIL
289291,2011-09-26,STL,HOU,STL,HOU,STL @ HOU
289292,2011-09-26,TEX,LAA,TEX,LAA,TEX @ LAA
289293,2011-09-26,TOR,CWS,TOR,CHW,TOR @ CHW
289294,2011-09-26,WSH,FLA,WSH,MIA,WSH @ MIA
289295,2011-09-27,BOS,BAL,BOS,BAL,BOS @ BAL
289296,2011-09-27,CHC,SD,CHC,SD,CHC @ SD
289297,2011-09-27,CIN,NYM,CIN,NYM,CIN @ NYM
289298,2011-09-27,CLE,DET,CLE,DET,CLE @ DET
289299,2011-09-27,COL,SF,COL,SF,COL @ SF
289300,2011-09-27,KC,MIN,KC,MIN,KC @ MIN
289301,2011-09-27,LAD,AZ,LAD,ARI,LAD @ ARI
289302,2011-09-27,NYY,TB,NYY,TB,NYY @ TB
289303,2011-09-27,OAK,SEA,OAK,SEA,OAK @ SEA
289304,2011-09-27,PHI,ATL,PHI,ATL,PHI @ ATL
289305,2011-09-27,PIT,MIL,PIT,MIL,PIT @ MIL
289306,2011-09-27,STL,HOU,STL,HOU,STL @ HOU
289307,2011-09-27,TEX,LAA,TEX,LAA,TEX @ LAA
289308,2011-09-27,TOR,CWS,TOR,CHW,TOR @ CHW
289309,2011-09-27,WSH,FLA,WSH,MIA,WSH @ MIA
289310,2011-09-28,BOS,BAL,BOS,BAL,BOS @ BAL
289311,2011-09-28,CHC,SD,CHC,SD,CHC @ SD
289312,2011-09-28,CIN,NYM,CIN,NYM,CIN @ NYM
289313,2011-09-28,CLE,DET,CLE,DET,CLE @ DET
289314,2011-09-28,COL,SF,COL,SF,COL @ SF
289315,2011-09-28,KC,MIN,KC,MIN,KC @ MIN
289316,2011-09-28,LAD,AZ,LAD,ARI,LAD @ ARI
289317,2011-09-28,NYY,TB,NYY,TB,NYY @ TB
289318,2011-09-28,OAK,SEA,OAK,SEA,OAK @ SEA
289319,2011-09-28,PHI,ATL,PHI,ATL,PHI @ ATL
289320,2011-09-28,PIT,MIL,PIT,MIL,PIT @ MIL
289321,2011-09-28,STL,HOU,STL,HOU,STL @ HOU
289322,2011-09-28,TEX,LAA,TEX,LAA,TEX @ LAA
289323,2011-09-28,TOR,CWS,TOR,CHW,TOR @ CHW
289324,2011-09-28,WSH,FLA,WSH,MIA,WSH @ MIA
