game_pk,date,away_mlb,home_mlb,away_bdl,home_bdl,matchup
287754,2011-06-03,CHC,STL,CHC,STL,CHC @ STL
287755,2011-06-03,COL,SF,COL,SF,COL @ SF
287756,2011-06-03,DET,CWS,DET,CHW,DET @ CHW
287757,2011-06-03,HOU,SD,HOU,SD,HOU @ SD
287758,2011-06-03,LAD,CIN,LAD,CIN,LAD @ CIN
287759,2011-06-03,MIL,FLA,MIL,MIA,MIL @ MIA
287760,2011-06-03,MIN,KC,MIN,KC,MIN @ KC
287761,2011-06-03,NYY,LAA,NYY,LAA,NYY @ LAA
287762,2011-06-03,OAK,BOS,OAK,BOS,OAK @ BOS
287763,2011-06-03,PHI,PIT,PHI,PIT,PHI @ PIT
287764,2011-06-03,TB,SEA,TB,SEA,TB @ SEA
287765,2011-06-03,TEX,CLE,TEX,CLE,TEX @ CLE
287766,2011-06-03,TOR,BAL,TOR,BAL,TOR @ BAL
287767,2011-06-03,WSH,AZ,WSH,ARI,WSH @ ARI
287768,2011-06-04,ATL,NYM,ATL,NYM,ATL @ NYM
287769,2011-06-04,CHC,STL,CHC,STL,CHC @ STL
287770,2011-06-04,COL,SF,COL,SF,COL @ SF
287771,2011-06-04,DET,CWS,DET,CHW,DET @ CHW
287772,2011-06-04,HOU,SD,HOU,SD,HOU @ SD
287773,2011-06-04,LAD,CIN,LAD,CIN,LAD @ CIN
287774,2011-06-04,MIL,FLA,MIL,MIA,MIL @ MIA
287775,2011-06-04,MIN,KC,MIN,KC,MIN @ KC
287776,2011-06-04,NYY,LAA,NYY,LAA,NYY @ LAA
287777,2011-06-04,OAK,BOS,OAK,BOS,OAK @ BOS
287778,2011-06-04,PHI,PIT,PHI,PIT,PHI @ PIT
287779,2011-06-04,TB,SEA,TB,SEA,TB @ SEA
287780,2011-06-04,TEX,CLE,TEX,CLE,TEX @ CLE
287781,2011-06-04,TOR,BAL,TOR,BAL,TOR @ BAL
287782,2011-06-04,WSH,AZ,WSH,ARI,WSH @ ARI
287783,2011-06-05,ATL,NYM,ATL,NYM,ATL @ NYM
287784,2011-06-05,CHC,STL,CHC,STL,CHC @ STL
287785,2011-06-05,COL,SF,COL,SF,COL @ SF
287786,2011-06-05,DET,CWS,DET,CHW,DET @ CHW
287787,2011-06-05,HOU,SD,HOU,SD,HOU @ SD
287788,2011-06-05,LAD,CIN,LAD,CIN,LAD @ CIN
287789,2011-06-05,MIL,FLA,MIL,MIA,MIL @ MIA
287790,2011-06-05,MIN,KC,MIN,KC,MIN @ KC
287791,2011-06-05,NYY,LAA,NYY,LAA,NYY @ LAA
287792,2011-06-05,OAK,BOS,OAK,BOS,OAK @ BOS
287793,2011-06-05,PHI,PIT,PHI,PIT,PHI @ PIT
287794,2011-06-05,TB,SEA,TB,SEA,TB @ SEA
287795,2011-06-05,TEX,CLE,TEX,CLE,TEX @ CLE
287796,2011-06-05,TOR,BAL,TOR,BAL,TOR @ BAL
287797,2011-06-05,WSH,AZ,WSH,ARI,WSH @ ARI
287798,2011-06-06,CHC,CIN,CHC,CIN,CHC @ CIN
287799,2011-06-06,COL,SD,COL,SD,COL @ SD
287800,2011-06-06,DET,TEX,DET,TEX,DET @ TEX
287801,2011-06-06,LAD,PHI,LAD,PHI,LAD @ PHI
287802,2011-06-06,MIL,FLA,MIL,MIA,MIL @ MIA
287803,2011-06-06,MIN,CLE,MIN,CLE,MIN @ CLE
287804,2011-06-06,OAK,BAL,OAK,BAL,OAK @ BAL
287805,2011-06-06,SEA,CWS,SEA,CHW,SEA @ CHW
287806,2011-06-06,TB,LAA,TB,LAA,TB @ LAA
287807,2011-06-06,TOR,KC,TOR,KC,TOR @ KC
287808,2011-06-06,WSH,SF,WSH,SF,WSH @ SF
287809,2011-06-07,AZ,PIT,ARI,PIT,ARI @ PIT
287810,2011-06-07,ATL,FLA,ATL,MIA,ATL @ MIA
287811,2011-06-07,BOS,NYY,BOS,NYY,BOS @ NYY
287812,2011-06-07,CHC,CIN,CHC,CIN,CHC @ CIN
287813,2011-06-07,COL,SD,COL,SD,COL @ SD
287814,2011-06-07,DET,TEX,DET,TEX,DET @ TEX
287815,2011-06-07,LAD,PHI,LAD,PHI,LAD @ PHI
287816,2011-06-07,MIN,CLE,MIN,CLE,MIN @ CLE
287817,2011-06-07,NYM,MIL,NYM,MIL,NYM @ MIL
287818,2011-06-07,OAK,BAL,OAK,BAL,OAK @ BAL
287819,2011-06-07,SEA,CWS,SEA,CHW,SEA @ CHW
287820,2011-06-07,STL,HOU,STL,HOU,STL @ HOU
287821,2011-06-07,TB,LAA,TB,LAA,TB @ LAA
287822,2011-06-07,TOR,KC,TOR,KC,TOR @ KC
287823,2011-06-07,WSH,SF,WSH,SF,WSH @ SF
287824,2011-06-08,AZ,PIT,ARI,PIT,ARI @ PIT
287825,2011-06-08,ATL,FLA,ATL,MIA,ATL @ MIA
287826,2011-06-08,BOS,NYY,BOS,NYY,BOS @ NYY
287827,2011-06-08,CHC,CIN,CHC,CIN,CHC @ CIN
287828,2011-06-08,COL,SD,COL,SD,COL @ SD
287829,2011-06-08,DET,TEX,DET,TEX,DET @ TEX
287830,2011-06-08,LAD,PHI,LAD,PHI,LAD @ PHI
287831,2011-06-08,MIN,CLE,MIN,CLE,MIN @ CLE
287832,2011-06-08,NYM,MIL,NYM,MIL,NYM @ MIL
287833,2011-06-08,OAK,BAL,OAK,BAL,OAK @ BAL
287834,2011-06-08,SEA,CWS,SEA,CHW,SEA @ CHW
287835,2011-06-08,STL,HOU,STL,HOU,STL @ HOU
287836,2011-06-08,TB,LAA,TB,LAA,TB @ LAA
287837,2011-06-08,TOR,KC,TOR,KC,TOR @ KC
287838,2011-06-08,WSH,SF,WSH,SF,WSH @ SF
287839,2011-06-09,AZ,PIT,ARI,PIT,ARI @ PIT
287840,2011-06-09,ATL,FLA,ATL,MIA,ATL @ MIA
287841,2011-06-09,BOS,NYY,BOS,NYY,BOS @ NYY
287842,2011-06-09,CHC,PHI,CHC,PHI,CHC @ PHI
287843,2011-06-09,CIN,SF,CIN,SF,CIN @ SF
287844,2011-06-09,LAD,COL,LAD,COL,LAD @ COL
287845,2011-06-09,NYM,MIL,NYM,MIL,NYM @ MIL
287846,2011-06-09,OAK,CWS,OAK,CHW,OAK @ CHW
287847,2011-06-09,SEA,DET,SEA,DET,SEA @ DET
287848,2011-06-09,STL,HOU,STL,HOU,STL @ HOU
287849,2011-06-09,TEX,MIN,TEX,MIN,TEX @ MIN
287850,2011-06-09,TOR,KC,TOR,KC,TOR @ KC
287851,2011-06-09,WSH,SD,WSH,SD,WSH @ SD
287852,2011-06-10,AZ,FLA,ARI,MIA,ARI @ MIA
287853,2011-06-10,ATL,HOU,ATL,HOU,ATL @ HOU
287854,2011-06-10,BOS,TOR,BOS,TOR,BOS @ TOR
287855,2011-06-10,CHC,PHI,CHC,PHI,CHC @ PHI
287856,2011-06-10,CIN,SF,CIN,SF,CIN @ SF
287857,2011-06-10,CLE,NYY,CLE,NYY,CLE @ NYY
287858,2011-06-10,KC,LAA,KC,LAA,KC @ LAA
287859,2011-06-10,LAD,COL,LAD,COL,LAD @ COL
287860,2011-06-10,NYM,PIT,NYM,PIT,NYM @ PIT
287861,2011-06-10,OAK,CWS,OAK,CHW,OAK @ CHW
287862,2011-06-10,SEA,DET,SEA,DET,SEA @ DET
287863,2011-06-10,STL,MIL,STL,MIL,STL @ MIL
287864,2011-06-10,TB,BAL,TB,BAL,TB @ BAL
287865,2011-06-10,TEX,MIN,TEX,MIN,TEX @ MIN
287866,2011-06-10,WSH,SD,WSH,SD,WSH @ SD
287867,2011-06-11,AZ,FLA,ARI,MIA,ARI @ MIA
287868,2011-06-11,ATL,HOU,ATL,HOU,ATL @ HOU
287869,2011-06-11,BOS,TOR,BOS,TOR,BOS @ TOR
287870,2011-06-11,CHC,PHI,CHC,PHI,CHC @ PHI
287871,2011-06-11,CIN,SF,CIN,SF,CIN @ SF
287872,2011-06-11,CLE,NYY,CLE,NYY,CLE @ NYY
287873,2011-06-11,KC,LAA,KC,LAA,KC @ LAA
287874,2011-06-11,LAD,COL,LAD,COL,LAD @ COL
287875,2011-06-11,NYM,PIT,NYM,PIT,NYM @ PIT
287876,2011-06-11,OAK,CWS,OAK,CHW,OAK @ CHW
287877,2011-06-11,SEA,DET,SEA,DET,SEA @ DET
287878,2011-06-11,STL,MIL,STL,MIL,STL @ MIL
287879,2011-06-11,TB,BAL,TB,BAL,TB @ BAL
287880,2011-06-11,TEX,MIN,TEX,MIN,TEX @ MIN
287881,2011-06-11,WSH,SD,WSH,SD,WSH @ SD
287882,2011-06-12,AZ,FLA,ARI,MIA,ARI @ MIA
287883,2011-06-12,ATL,HOU,ATL,HOU,ATL @ HOU
287884,2011-06-12,BOS,TOR,BOS,TOR,BOS @ TOR
287885,2011-06-12,CHC,PHI,CHC,PHI,CHC @ PHI
287886,2011-06-12,CIN,SF,CIN,SF,CIN @ SF
287887,2011-06-12,CLE,NYY,CLE,NYY,CLE @ NYY
287888,2011-06-12,KC,LAA,KC,LAA,KC @ LAA
287889,2011-06-12,LAD,COL,LAD,COL,LAD @ COL
287890,2011-06-12,NYM,PIT,NYM,PIT,NYM @ PIT
287891,2011-06-12,OAK,CWS,OAK,CHW,OAK @ CHW
287892,2011-06-12,SEA,DET,SEA,DET,SEA @ DET
287893,2011-06-12,STL,MIL,STL,MIL,STL @ MIL
287894,2011-06-12,TB,BAL,TB,BAL,TB @ BAL
287895,2011-06-12,TEX,MIN,TEX,MIN,TEX @ MIN
287896,2011-06-12,WSH,SD,WSH,SD,WSH @ SD
287898,2011-06-13,AZ,FLA,ARI,MIA,ARI @ MIA
287899,2011-06-13,ATL,HOU,ATL,HOU,ATL @ HOU
287900,2011-06-13,CIN,LAD,CIN,LAD,CIN @ LAD
287901,2011-06-13,CLE,NYY,CLE,NYY,CLE @ NYY
287897,2011-06-13,LAA,SEA,LAA,SEA,LAA @ SEA
287902,2011-06-13,MIL,CHC,MIL,CHC,MIL @ CHC
287903,2011-06-13,NYM,PIT,NYM,PIT,NYM @ PIT
287904,2011-06-13,SD,COL,SD,COL,SD @ COL
287645,2011-06-13,TB,DET,TB,DET,TB @ DET
287906,2011-06-14,BAL,TOR,BAL,TOR,BAL @ TOR
287907,2011-06-14,BOS,TB,BOS,TB,BOS @ TB
287909,2011-06-14,CIN,LAD,CIN,LAD,CIN @ LAD
287910,2011-06-14,CLE,DET,CLE,DET,CLE @ DET
287912,2011-06-14,KC,OAK,KC,OAK,KC @ OAK
287905,2011-06-14,LAA,SEA,LAA,SEA,LAA @ SEA
287911,2011-06-14,FLA,PHI,MIA,PHI,MIA @ PHI
287913,2011-06-14,MIL,CHC,MIL,CHC,MIL @ CHC
287914,2011-06-14,NYM,ATL,NYM,ATL,NYM @ ATL
287915,2011-06-14,PIT,HOU,PIT,HOU,PIT @ HOU
287916,2011-06-14,SD,COL,SD,COL,SD @ COL
287917,2011-06-14,SF,AZ,SF,ARI,SF @ ARI
287918,2011-06-14,STL,WSH,STL,WSH,STL @ WSH
287919,2011-06-14,TEX,NYY,TEX,NYY,TEX @ NYY
287921,2011-06-15,BAL,TOR,BAL,TOR,BAL @ TOR
287922,2011-06-15,BOS,TB,BOS,TB,BOS @ TB
287923,2011-06-15,CWS,MIN,CHW,MIN,CHW @ MIN
287924,2011-06-15,CIN,LAD,CIN,LAD,CIN @ LAD
287925,2011-06-15,CLE,DET,CLE,DET,CLE @ DET
287927,2011-06-15,KC,OAK,KC,OAK,KC @ OAK
287920,2011-06-15,LAA,SEA,LAA,SEA,LAA @ SEA
287926,2011-06-15,FLA,PHI,MIA,PHI,MIA @ PHI
287928,2011-06-15,MIL,CHC,MIL,CHC,MIL @ CHC
287929,2011-06-15,NYM,ATL,NYM,ATL,NYM @ ATL
287930,2011-06-15,PIT,HOU,PIT,HOU,PIT @ HOU
287931,2011-06-15,SD,COL,SD,COL,SD @ COL
287932,2011-06-15,SF,AZ,SF,ARI,SF @ ARI
287933,2011-06-15,STL,WSH,STL,WSH,STL @ WSH
287934,2011-06-15,TEX,NYY,TEX,NYY,TEX @ NYY
287935,2011-06-16,BAL,TOR,BAL,TOR,BAL @ TOR
287936,2011-06-16,BOS,TB,BOS,TB,BOS @ TB
287937,2011-06-16,CWS,MIN,CHW,MIN,CHW @ MIN
287938,2011-06-16,CLE,DET,CLE,DET,CLE @ DET
287940,2011-06-16,KC,OAK,KC,OAK,KC @ OAK
287939,2011-06-16,FLA,PHI,MIA,PHI,MIA @ PHI
287941,2011-06-16,MIL,CHC,MIL,CHC,MIL @ CHC
287942,2011-06-16,NYM,ATL,NYM,ATL,NYM @ ATL
287943,2011-06-16,PIT,HOU,PIT,HOU,PIT @ HOU
287944,2011-06-16,SF,AZ,SF,ARI,SF @ ARI
287945,2011-06-16,STL,WSH,STL,WSH,STL @ WSH
287946,2011-06-16,TEX,NYY,TEX,NYY,TEX @ NYY
287948,2011-06-17,BAL,WSH,BAL,WSH,BAL @ WSH
287949,2011-06-17,CWS,AZ,CHW,ARI,CHW @ ARI
287950,2011-06-17,DET,COL,DET,COL,DET @ COL
287952,2011-06-17,HOU,LAD,HOU,LAD,HOU @ LAD
287953,2011-06-17,KC,STL,KC,STL,KC @ STL
287947,2011-06-17,LAA,NYM,LAA,NYM,LAA @ NYM
287951,2011-06-17,FLA,TB,MIA,TB,MIA @ TB
287954,2011-06-17,MIL,BOS,MIL,BOS,MIL @ BOS
287955,2011-06-17,NYY,CHC,NYY,CHC,NYY @ CHC
287956,2011-06-17,PHI,SEA,PHI,SEA,PHI @ SEA
287957,2011-06-17,PIT,CLE,PIT,CLE,PIT @ CLE
287958,2011-06-17,SD,MIN,SD,MIN,SD @ MIN
287959,2011-06-17,SF,OAK,SF,OAK,SF @ OAK
287960,2011-06-17,TEX,ATL,TEX,ATL,TEX @ ATL
287961,2011-06-17,TOR,CIN,TOR,CIN,TOR @ CIN
287963,2011-06-18,BAL,WSH,BAL,WSH,BAL @ WSH
287964,2011-06-18,CWS,AZ,CHW,ARI,CHW @ ARI
287965,2011-06-18,DET,COL,DET,COL,DET @ COL
287967,2011-06-18,HOU,LAD,HOU,LAD,HOU @ LAD
287968,2011-06-18,KC,STL,KC,STL,KC @ STL
287962,2011-06-18,LAA,NYM,LAA,NYM,LAA @ NYM
287966,2011-06-18,FLA,TB,MIA,TB,MIA @ TB
287969,2011-06-18,MIL,BOS,MIL,BOS,MIL @ BOS
287970,2011-06-18,NYY,CHC,NYY,CHC,NYY @ CHC
287971,2011-06-18,PHI,SEA,PHI,SEA,PHI @ SEA
287972,2011-06-18,PIT,CLE,PIT,CLE,PIT @ CLE
287973,2011-06-18,SD,MIN,SD,MIN,SD @ MIN
287974,2011-06-18,SF,OAK,SF,OAK,SF @ OAK
287975,2011-06-18,TEX,ATL,TEX,ATL,TEX @ ATL
287976,2011-06-18,TOR,CIN,TOR,CIN,TOR @ CIN
287978,2011-06-19,BAL,WSH,BAL,WSH,BAL @ WSH
287979,2011-06-19,CWS,AZ,CHW,ARI,CHW @ ARI
287980,2011-06-19,DET,COL,DET,COL,DET @ COL
287982,2011-06-19,HOU,LAD,HOU,LAD,HOU @ LAD
287983,2011-06-19,KC,STL,KC,STL,KC @ STL
287977,2011-06-19,LAA,NYM,LAA,NYM,LAA @ NYM
287981,2011-06-19,FLA,TB,MIA,TB,MIA @ TB
287984,2011-06-19,MIL,BOS,MIL,BOS,MIL @ BOS
287985,2011-06-19,NYY,CHC,NYY,CHC,NYY @ CHC
287986,2011-06-19,PHI,SEA,PHI,SEA,PHI @ SEA
287987,2011-06-19,PIT,CLE,PIT,CLE,PIT @ CLE
287988,2011-06-19,SD,MIN,SD,MIN,SD @ MIN
287989,2011-06-19,SF,OAK,SF,OAK,SF @ OAK
287990,2011-06-19,TEX,ATL,TEX,ATL,TEX @ ATL
287991,2011-06-19,TOR,CIN,TOR,CIN,TOR @ CIN
287993,2011-06-20,BAL,PIT,BAL,PIT,BAL @ PIT
287994,2011-06-20,CHC,CWS,CHC,CHW,CHC @ CHW
287995,2011-06-20,COL,CLE,COL,CLE,COL @ CLE
287996,2011-06-20,DET,LAD,DET,LAD,DET @ LAD
287997,2011-06-20,HOU,TEX,HOU,TEX,HOU @ TEX
287992,2011-06-20,LAA,FLA,LAA,MIA,LAA @ MIA
287998,2011-06-20,NYY,CIN,NYY,CIN,NYY @ CIN
287999,2011-06-20,SD,BOS,SD,BOS,SD @ BOS
288000,2011-06-20,TB,MIL,TB,MIL,TB @ MIL
288001,2011-06-20,TOR,ATL,TOR,ATL,TOR @ ATL
288003,2011-06-21,AZ,KC,ARI,KC,ARI @ KC
288004,2011-06-21,BAL,PIT,BAL,PIT,BAL @ PIT
288005,2011-06-21,CHC,CWS,CHC,CHW,CHC @ CHW
288006,2011-06-21,COL,CLE,COL,CLE,COL @ CLE
288007,2011-06-21,DET,LAD,DET,LAD,DET @ LAD
288008,2011-06-21,HOU,TEX,HOU,TEX,HOU @ TEX
288002,2011-06-21,LAA,FLA,LAA,MIA,LAA @ MIA
288009,2011-06-21,MIN,SF,MIN,SF,MIN @ SF
288011,2011-06-21,OAK,NYM,OAK,NYM,OAK @ NYM
288012,2011-06-21,PHI,STL,PHI,STL,PHI @ STL
288013,2011-06-21,SD,BOS,SD,BOS,SD @ BOS
288014,2011-06-21,SEA,WSH,SEA,WSH,SEA @ WSH
288015,2011-06-21,TB,MIL,TB,MIL,TB @ MIL
288016,2011-06-21,TOR,ATL,TOR,ATL,TOR @ ATL
288018,2011-06-22,AZ,KC,ARI,KC,ARI @ KC
288019,2011-06-22,BAL,PIT,BAL,PIT,BAL @ PIT
288020,2011-06-22,CHC,CWS,CHC,CHW,CHC @ CHW
288021,2011-06-22,COL,CLE,COL,CLE,COL @ CLE
288022,2011-06-22,DET,LAD,DET,LAD,DET @ LAD
288023,2011-06-22,HOU,TEX,HOU,TEX,HOU @ TEX
288017,2011-06-22,LAA,FLA,LAA,MIA,LAA @ MIA
288024,2011-06-22,MIN,SF,MIN,SF,MIN @ SF
288025,2011-06-22,NYY,CIN,NYY,CIN,NYY @ CIN
288026,2011-06-22,OAK,NYM,OAK,NYM,OAK @ NYM
288027,2011-06-22,PHI,STL,PHI,STL,PHI @ STL
288028,2011-06-22,SD,BOS,SD,BOS,SD @ BOS
288029,2011-06-22,SEA,WSH,SEA,WSH,SEA @ WSH
288030,2011-06-22,TB,MIL,TB,MIL,TB @ MIL
288031,2011-06-22,TOR,ATL,TOR,ATL,TOR @ ATL
288032,2011-06-23,AZ,KC,ARI,KC,ARI @ KC
288033,2011-06-23,MIN,SF,MIN,SF,MIN @ SF
288034,2011-06-23,OAK,NYM,OAK,NYM,OAK @ NYM
288035,2011-06-23,PHI,STL,PHI,STL,PHI @ STL
288036,2011-06-23,SEA,WSH,SEA,WSH,SEA @ WSH
288038,2011-06-24,AZ,DET,ARI,DET,ARI @ DET
288039,2011-06-24,ATL,SD,ATL,SD,ATL @ SD
288040,2011-06-24,BOS,PIT,BOS,PIT,BOS @ PIT
288041,2011-06-24,CHC,KC,CHC,KC,CHC @ KC
288042,2011-06-24,CIN,BAL,CIN,BAL,CIN @ BAL
288043,2011-06-24,CLE,SF,CLE,SF,CLE @ SF
288044,2011-06-24,COL,NYY,COL,NYY,COL @ NYY
288037,2011-06-24,LAA,LAD,LAA,LAD,LAA @ LAD
288045,2011-06-24,MIN,MIL,MIN,MIL,MIN @ MIL
288046,2011-06-24,NYM,TEX,NYM,TEX,NYM @ TEX
288047,2011-06-24,OAK,PHI,OAK,PHI,OAK @ PHI
288048,2011-06-24,SEA,FLA,SEA,MIA,SEA @ MIA
288049,2011-06-24,TB,HOU,TB,HOU,TB @ HOU
288050,2011-06-24,TOR,STL,TOR,STL,TOR @ STL
288051,2011-06-24,WSH,CWS,WSH,CHW,WSH @ CHW
288053,2011-06-25,AZ,DET,ARI,DET,ARI @ DET
288054,2011-06-25,ATL,SD,ATL,SD,ATL @ SD
288055,2011-06-25,BOS,PIT,BOS,PIT,BOS @ PIT
288056,2011-06-25,CHC,KC,CHC,KC,CHC @ KC
288057,2011-06-25,CIN,BAL,CIN,BAL,CIN @ BAL
288058,2011-06-25,CLE,SF,CLE,SF,CLE @ SF
288059,2011-06-25,COL,NYY,COL,NYY,COL @ NYY
288052,2011-06-25,LAA,LAD,LAA,LAD,LAA @ LAD
288060,2011-06-25,MIN,MIL,MIN,MIL,MIN @ MIL
288061,2011-06-25,NYM,TEX,NYM,TEX,NYM @ TEX
288062,2011-06-25,OAK,PHI,OAK,PHI,OAK @ PHI
288063,2011-06-25,SEA,FLA,SEA,MIA,SEA @ MIA
288064,2011-06-25,TB,HOU,TB,HOU,TB @ HOU
288065,2011-06-25,TOR,STL,TOR,STL,TOR @ STL
288066,2011-06-25,WSH,CWS,WSH,CHW,WSH @ CHW
288068,2011-06-26,AZ,DET,ARI,DET,ARI @ DET
288069,2011-06-26,ATL,SD,ATL,SD,ATL @ SD
288070,2011-06-26,BOS,PIT,BOS,PIT,BOS @ PIT
288071,2011-06-26,CHC,KC,CHC,KC,CHC @ KC
288072,2011-06-26,CIN,BAL,CIN,BAL,CIN @ BAL
288073,2011-06-26,CLE,SF,CLE,SF,CLE @ SF
288074,2011-06-26,COL,NYY,COL,NYY,COL @ NYY
288067,2011-06-26,LAA,LAD,LAA,LAD,LAA @ LAD
288075,2011-06-26,MIN,MIL,MIN,MIL,MIN @ MIL
288076,2011-06-26,NYM,TEX,NYM,TEX,NYM @ TEX
288077,2011-06-26,OAK,PHI,OAK,PHI,OAK @ PHI
288078,2011-06-26,SEA,FLA,SEA,MIA,SEA @ MIA
288079,2011-06-26,TB,HOU,TB,HOU,TB @ HOU
288080,2011-06-26,TOR,STL,TOR,STL,TOR @ STL
288081,2011-06-26,WSH,CWS,WSH,CHW,WSH @ CHW
288082,2011-06-27,ATL,SEA,ATL,SEA,ATL @ SEA
288083,2011-06-27,CIN,TB,CIN,TB,CIN @ TB
288084,2011-06-27,CLE,AZ,CLE,ARI,CLE @ ARI
287250,2011-06-27,COL,CHC,COL,CHC,COL @ CHC
288085,2011-06-27,KC,SD,KC,SD,KC @ SD
288120,2011-06-27,LAD,MIN,LAD,MIN,LAD @ MIN
287532,2011-06-27,TOR,DET,TOR,DET,TOR @ DET
288086,2011-06-27,WSH,LAA,WSH,LAA,WSH @ LAA
288087,2011-06-28,ATL,SEA,ATL,SEA,ATL @ SEA
288088,2011-06-28,BOS,PHI,BOS,PHI,BOS @ PHI
288089,2011-06-28,CWS,COL,CHW,COL,CHW @ COL
288090,2011-06-28,CIN,TB,CIN,TB,CIN @ TB
288091,2011-06-28,CLE,AZ,CLE,ARI,CLE @ ARI
288093,2011-06-28,KC,SD,KC,SD,KC @ SD
288094,2011-06-28,LAD,MIN,LAD,MIN,LAD @ MIN
288092,2011-06-28,FLA,OAK,MIA,OAK,MIA @ OAK
288095,2011-06-28,MIL,NYY,MIL,NYY,MIL @ NYY
288096,2011-06-28,NYM,DET,NYM,DET,NYM @ DET
288097,2011-06-28,PIT,TOR,PIT,TOR,PIT @ TOR
288098,2011-06-28,SF,CHC,SF,CHC,SF @ CHC
288099,2011-06-28,STL,BAL,STL,BAL,STL @ BAL
288100,2011-06-28,TEX,HOU,TEX,HOU,TEX @ HOU
288101,2011-06-28,WSH,LAA,WSH,LAA,WSH @ LAA
288102,2011-06-29,ATL,SEA,ATL,SEA,ATL @ SEA
288103,2011-06-29,BOS,PHI,BOS,PHI,BOS @ PHI
288104,2011-06-29,CWS,COL,CHW,COL,CHW @ COL
288105,2011-06-29,CIN,TB,CIN,TB,CIN @ TB
288106,2011-06-29,CLE,AZ,CLE,ARI,CLE @ ARI
288108,2011-06-29,KC,SD,KC,SD,KC @ SD
288109,2011-06-29,LAD,MIN,LAD,MIN,LAD @ MIN
288107,2011-06-29,FLA,OAK,MIA,OAK,MIA @ OAK
288110,2011-06-29,MIL,NYY,MIL,NYY,MIL @ NYY
288111,2011-06-29,NYM,DET,NYM,DET,NYM @ DET
288112,2011-06-29,PIT,TOR,PIT,TOR,PIT @ TOR
288113,2011-06-29,SF,CHC,SF,CHC,SF @ CHC
288114,2011-06-29,STL,BAL,STL,BAL,STL @ BAL
288115,2011-06-29,TEX,HOU,TEX,HOU,TEX @ HOU
288116,2011-06-29,WSH,LAA,WSH,LAA,WSH @ LAA
288117,2011-06-30,BOS,PHI,BOS,PHI,BOS @ PHI
288118,2011-06-30,CWS,COL,CHW,COL,CHW @ COL
288119,2011-06-30,FLA,OAK,MIA,OAK,MIA @ OAK
288121,2011-06-30,MIL,NYY,MIL,NYY,MIL @ NYY
288122,2011-06-30,NYM,DET,NYM,DET,NYM @ DET
288123,2011-06-30,PIT,TOR,PIT,TOR,PIT @ TOR
288124,2011-06-30,SF,CHC,SF,CHC,SF @ CHC
288125,2011-06-30,STL,BAL,STL,BAL,STL @ BAL
288126,2011-06-30,TEX,HOU,TEX,HOU,TEX @ HOU
288127,2011-07-01,AZ,OAK,ARI,OAK,ARI @ OAK
288128,2011-07-01,BAL,ATL,BAL,ATL,BAL @ ATL
288129,2011-07-01,BOS,HOU,BOS,HOU,BOS @ HOU
288130,2011-07-01,CWS,CHC,CHW,CHC,CHW @ CHC
288131,2011-07-01,CLE,CIN,CLE,CIN,CLE @ CIN
288133,2011-07-01,KC,COL,KC,COL,KC @ COL
288134,2011-07-01,LAD,LAA,LAD,LAA,LAD @ LAA
288132,2011-07-01,FLA,TEX,MIA,TEX,MIA @ TEX
288135,2011-07-01,MIL,MIN,MIL,MIN,MIL @ MIN
288136,2011-07-01,NYY,NYM,NYY,NYM,NYY @ NYM
288137,2011-07-01,PHI,TOR,PHI,TOR,PHI @ TOR
288138,2011-07-01,PIT,WSH,PIT,WSH,PIT @ WSH
288139,2011-07-01,SD,SEA,SD,SEA,SD @ SEA
288140,2011-07-01,SF,DET,SF,DET,SF @ DET
288141,2011-07-01,STL,TB,STL,TB,STL @ TB
288142,2011-07-02,AZ,OAK,ARI,OAK,ARI @ OAK
288143,2011-07-02,BAL,ATL,BAL,ATL,BAL @ ATL
288144,2011-07-02,BOS,HOU,BOS,HOU,BOS @ HOU
288145,2011-07-02,CWS,CHC,CHW,CHC,CHW @ CHC
288146,2011-07-02,CLE,CIN,CLE,CIN,CLE @ CIN
288148,2011-07-02,KC,COL,KC,COL,KC @ COL
288149,2011-07-02,LAD,LAA,LAD,LAA,LAD @ LAA
288147,2011-07-02,FLA,TEX,MIA,TEX,MIA @ TEX
288150,2011-07-02,MIL,MIN,MIL,MIN,MIL @ MIN
288151,2011-07-02,NYY,NYM,NYY,NYM,NYY @ NYM
288152,2011-07-02,PHI,TOR,PHI,TOR,PHI @ TOR
288153,2011-07-02,PIT,WSH,PIT,WSH,PIT @ WSH
288154,2011-07-02,SD,SEA,SD,SEA,SD @ SEA
288155,2011-07-02,SF,DET,SF,DET,SF @ DET
288156,2011-07-02,STL,TB,STL,TB,STL @ TB
288157,2011-07-03,AZ,OAK,ARI,OAK,ARI @ OAK
288158,2011-07-03,BAL,ATL,BAL,ATL,BAL @ ATL
288159,2011-07-03,BOS,HOU,BOS,HOU,BOS @ HOU
288160,2011-07-03,CWS,CHC,CHW,CHC,CHW @ CHC
288161,2011-07-03,CLE,CIN,CLE,CIN,CLE @ CIN
288163,2011-07-03,KC,COL,KC,COL,KC @ COL
288164,2011-07-03,LAD,LAA,LAD,LAA,LAD @ LAA
288162,2011-07-03,FLA,TEX,MIA,TEX,MIA @ TEX
288165,2011-07-03,MIL,MIN,MIL,MIN,MIL @ MIN
288166,2011-07-03,NYY,NYM,NYY,NYM,NYY @ NYM
288167,2011-07-03,PHI,TOR,PHI,TOR,PHI @ TOR
