Rk,Tm,W,L,W-L%,Strk,R,RA,Rdiff,SOS,SRS,pythWL,Luck,vEast,vCent,vWest,Inter,Home,Road,ExInn,1Run,vRHP,vLHP,≥.500,<.500,last10,last20,last30
11.0,Kansas City Royals,28,23,0.549,W 1,3.4,3.3,0.1,-0.1,0.0,26-25,2.0,8-7,10-8,3-3,7-5,17-9,11-14,3-2,9-6,23-19,5-4,12-17,16-6,4-6,12-8,20-10
12.0,Cleveland Guardians,26,22,0.542,W 1,4.0,4.4,-0.4,-0.1,-0.5,22-26,4.0,6-6,11-4,1-2,8-10,14-8,12-14,3-0,8-4,24-15,2-7,13-11,13-11,3-7,11-9,17-13
13.0,St. Louis Cardinals,27,23,0.54,L 2,4.8,4.0,0.8,0.2,1.0,29-21,-2.0,10-9,8-5,0-0,9-9,16-8,11-15,0-4,7-8,19-14,8-9,15-13,12-10,6-4,14-6,18-12
14.0,Arizona Diamondbacks,26,24,0.52,L 2,5.1,5.0,0.1,0.3,0.4,25-25,1.0,9-9,5-5,7-6,5-4,13-13,13-11,2-4,8-8,20-16,6-8,15-17,11-7,5-5,10-10,14-16
15.0,Houston Astros,25,24,0.51,L 2,4.0,3.7,0.3,0.2,0.6,26-23,-1.0,4-2,8-7,5-5,8-10,15-9,10-15,2-0,7-7,22-22,3-2,18-16,7-8,5-5,9-11,16-14
16.0,Toronto Blue Jays,24,24,0.5,W 2,4.1,4.3,-0.2,0.0,-0.2,23-25,1.0,10-9,2-4,5-7,7-4,15-12,9-12,3-2,4-8,20-19,4-5,11-15,13-9,6-4,11-9,14-16
17.0,Texas Rangers,25,25,0.5,L 3,3.4,3.5,-0.1,0.1,0.0,25-25,0.0,7-5,2-1,8-12,8-7,17-10,8-15,0-0,8-9,21-16,4-9,8-16,17-9,6-4,9-11,13-17
18.0,Atlanta Braves,24,24,0.5,L 1,4.1,3.9,0.2,-0.1,0.1,25-23,-1.0,6-4,6-4,5-11,7-5,15-7,9-17,5-0,9-11,18-20,6-4,11-14,13-10,6-4,11-9,19-11
19.0,Cincinnati Reds,25,26,0.49,L 2,4.5,3.8,0.6,-0.4,0.2,29-22,-4.0,3-7,7-7,6-3,9-9,13-12,12-14,0-5,5-8,19-17,6-9,12-14,13-12,5-5,9-11,15-15
20.0,Boston Red Sox,25,26,0.49,L 1,4.7,4.5,0.2,0.0,0.1,26-25,-1.0,6-7,9-10,4-6,6-3,14-12,11-14,3-4,5-12,21-20,4-6,17-21,8-5,4-6,8-12,14-16
21.0,Milwaukee Brewers,24,26,0.48,L 1,4.2,4.4,-0.1,0.1,-0.1,24-26,0.0,0-0,5-5,4-6,15-15,15-10,9-16,1-1,5-6,16-18,8-8,12-19,12-7,5-5,9-11,13-17
22.0,Los Angeles Angels,23,25,0.479,W 6,4.2,5.3,-1.1,0.1,-1.0,19-29,4.0,5-4,5-8,4-7,9-6,9-10,14-15,2-0,8-2,20-21,3-4,14-19,9-6,7-3,11-9,14-16
23.0,Tampa Bay Rays,23,26,0.469,W 2,3.9,4.0,-0.1,0.0,-0.1,24-25,-1.0,6-7,0-3,3-6,14-10,13-18,10-8,3-1,8-8,16-18,7-8,14-17,9-9,5-5,9-11,15-15
24.0,Washington Nationals,22,27,0.449,W 4,4.3,5.3,-1.0,-0.3,-1.2,20-29,2.0,7-11,3-7,6-3,6-6,11-12,11-15,0-1,10-6,17-20,5-7,11-19,11-8,5-5,9-11,15-15
25.0,Athletics,22,28,0.44,L 8,4.2,5.6,-1.4,0.0,-1.3,19-31,3.0,1-2,5-1,8-9,8-16,8-16,14-12,3-1,6-8,17-24,5-4,12-20,10-8,1-9,7-13,13-17
26.0,Miami Marlins,19,29,0.396,L 2,4.1,5.8,-1.6,0.3,-1.4,17-31,2.0,6-8,7-6,1-8,5-7,13-15,6-14,3-2,7-8,14-23,5-6,8-21,11-8,4-6,7-13,11-19
27.0,Pittsburgh Pirates,17,33,0.34,W 2,2.9,4.2,-1.3,0.2,-1.1,17-33,0.0,7-10,5-10,1-5,4-8,11-14,6-19,2-3,8-11,13-24,4-9,8-22,9-11,4-6,6-14,9-21
28.0,Baltimore Orioles,16,32,0.333,W 1,3.8,5.6,-1.8,0.1,-1.7,16-32,0.0,6-6,4-14,2-1,4-11,8-15,8-17,1-1,4-6,13-21,3-11,10-20,6-12,2-8,5-15,8-22
29.0,Chicago White Sox,15,35,0.3,L 1,3.3,4.4,-1.1,0.0,-1.1,18-32,-3.0,3-4,2-14,5-10,5-7,10-14,5-21,1-2,3-11,9-27,6-8,5-20,10-15,4-6,8-12,11-19
30.0,Colorado Rockies,8,41,0.163,L 4,3.3,6.6,-3.2,0.2,-3.0,11-38,-3.0,2-10,1-5,3-13,2-13,5-19,3-22,0-3,3-8,7-28,1-13,4-30,4-11,2-8,4-16,5-25
,Average,24,24,0.5,,4.3,4.3,,,,24-24,,6-5,5-5,5-5,7-7,13-10,10-13,1-1,7-7,19-17,5-6,12-16,11-7,5-5,9-10,15-14
