Rk,Tm,W,L,W-L%,Strk,R,RA,Rdiff,SOS,SRS,pythWL,Luck,vEast,vCent,vWest,Inter,Home,Road,ExInn,1Run,vRHP,vLHP,≥.500,<.500,last10,last20,last30
15.0,Toronto Blue Jays,31,28,0.525,W 5,4.2,4.3,-0.1,0.0,-0.1,29-30,2.0,10-12,2-4,11-8,8-4,20-12,11-16,4-2,7-8,24-23,7-5,11-19,20-9,6-4,12-8,18-12
16.0,Kansas City Royals,31,29,0.517,L 1,3.2,3.4,-0.1,0.1,0.0,29-31,2.0,8-7,12-12,3-3,8-7,19-13,12-16,4-2,12-8,25-25,6-4,18-23,13-6,4-6,7-13,16-14
17.0,Tampa Bay Rays,30,29,0.508,L 1,4.3,3.6,0.7,0.0,0.7,34-25,-4.0,9-7,2-4,5-8,14-10,18-19,12-10,3-1,8-10,21-20,9-9,19-16,11-13,7-3,12-8,16-14
18.0,Texas Rangers,29,31,0.483,W 1,3.4,3.4,0.1,0.0,0.0,30-30,-1.0,8-8,3-3,8-12,10-8,20-13,9-18,0-0,9-11,24-21,5-10,14-20,15-11,4-6,10-10,13-17
19.0,Cincinnati Reds,29,32,0.475,L 3,4.5,4.0,0.5,-0.1,0.3,34-27,-5.0,3-7,9-12,6-3,11-10,14-15,15-17,0-5,5-10,22-20,7-12,15-18,14-14,4-6,9-11,13-17
20.0,Washington Nationals,28,31,0.475,L 1,4.5,5.1,-0.6,-0.2,-0.8,26-33,2.0,8-11,3-7,9-6,8-7,13-14,15-17,2-1,11-7,22-23,6-8,10-18,18-13,6-4,11-9,15-15
21.0,Arizona Diamondbacks,28,31,0.475,W 1,5.0,5.2,-0.2,0.3,0.1,29-30,-1.0,10-11,6-10,7-6,5-4,15-17,13-14,2-4,8-11,20-22,8-9,17-21,11-10,2-8,8-12,13-17
22.0,Boston Red Sox,29,33,0.468,L 1,4.7,4.5,0.2,-0.1,0.1,32-30,-3.0,8-9,9-10,4-7,8-7,16-15,13-18,4-6,6-16,24-25,5-8,15-19,14-14,3-7,7-13,12-18
23.0,Atlanta Braves,27,31,0.466,L 1,4.1,3.8,0.2,0.0,0.2,31-27,-4.0,7-7,6-4,6-13,8-7,17-11,10-20,5-1,9-14,21-24,6-7,12-19,15-12,3-7,9-11,14-16
24.0,Los Angeles Angels,27,32,0.458,W 1,4.1,5.1,-0.9,0.0,-0.9,24-35,3.0,6-7,6-10,5-7,10-8,10-15,17-17,2-0,9-4,24-26,3-6,17-22,10-10,3-7,11-9,15-15
25.0,Miami Marlins,23,35,0.397,L 2,4.1,5.5,-1.4,0.2,-1.2,21-37,2.0,6-8,7-6,3-13,7-8,14-18,9-17,3-3,8-9,16-27,7-8,11-22,12-13,4-6,8-12,11-19
26.0,Baltimore Orioles,22,36,0.379,W 3,3.8,5.4,-1.6,0.1,-1.5,20-38,2.0,8-8,7-14,2-1,5-13,12-17,10-19,1-2,7-7,18-25,4-11,11-22,11-14,6-4,8-12,11-19
27.0,Athletics,23,38,0.377,L 7,4.2,6.1,-1.9,0.0,-1.9,20-41,3.0,1-6,5-2,8-12,9-18,9-20,14-18,3-2,7-10,17-32,6-6,9-29,14-9,1-9,2-18,7-23
28.0,Pittsburgh Pirates,22,38,0.367,L 1,3.2,4.2,-1.0,0.3,-0.7,23-37,-1.0,7-10,7-12,4-8,4-8,13-16,9-22,3-3,10-13,18-29,4-9,10-27,12-11,5-5,9-11,11-19
29.0,Chicago White Sox,18,42,0.3,L 4,3.4,4.4,-1.1,0.0,-1.1,23-37,-5.0,3-7,2-15,7-11,6-9,12-16,6-26,1-2,3-15,12-33,6-9,7-25,11-17,3-7,7-13,11-19
30.0,Colorado Rockies,10,50,0.167,W 1,3.2,6.2,-3.1,0.4,-2.7,14-46,-4.0,3-14,1-8,3-13,3-15,6-22,4-28,0-4,4-11,9-33,1-17,5-36,5-14,2-8,3-17,5-25
,Average,29,29,0.5,,4.3,4.3,,,,29-29,,7-7,6-7,6-6,9-9,16-13,13-16,2-2,8-8,22-21,6-7,14-19,15-10,5-5,10-10,15-14
