Rk,Tm,W,L,W-L%,Strk,R,RA,Rdiff,SOS,SRS,pythWL,Luck,vEast,vCent,vWest,Inter,Home,Road,ExInn,1Run,vRHP,vLHP,≥.500,<.500,last10,last20,last30
15.0,Kansas City Royals,30,28,0.517,L 1,3.3,3.4,-0.1,0.1,0.0,28-30,2.0,8-7,11-11,3-3,8-7,18-12,12-16,4-2,11-7,25-24,5-4,18-24,12-4,4-6,8-12,16-14
16.0,Tampa Bay Rays,29,28,0.509,L 1,4.2,3.7,0.5,0.0,0.5,32-25,-3.0,9-7,2-4,4-7,14-10,18-19,11-9,3-1,8-9,21-19,8-9,18-15,11-13,8-2,13-7,16-14
17.0,Toronto Blue Jays,29,28,0.509,W 3,4.1,4.2,-0.2,0.0,-0.2,27-30,2.0,10-12,2-4,9-8,8-4,18-12,11-16,4-2,6-8,23-23,6-5,11-19,18-9,6-4,12-8,16-14
18.0,Cincinnati Reds,29,29,0.5,W 1,4.7,4.0,0.6,-0.2,0.4,33-25,-4.0,3-7,9-9,6-3,11-10,14-14,15-15,0-5,5-9,22-18,7-11,15-15,14-14,5-5,10-10,14-16
19.0,Texas Rangers,28,30,0.483,W 1,3.4,3.4,0.0,0.0,0.0,29-29,-1.0,8-8,3-3,8-12,9-7,19-12,9-18,0-0,9-11,23-20,5-10,15-20,13-10,3-7,10-10,13-17
20.0,Boston Red Sox,28,31,0.475,W 1,4.7,4.5,0.3,-0.1,0.2,31-28,-3.0,8-9,9-10,4-6,7-6,16-14,12-17,4-6,6-15,23-24,5-7,15-19,13-12,4-6,8-12,13-17
21.0,Washington Nationals,27,30,0.474,W 3,4.4,5.1,-0.7,-0.2,-0.9,25-32,2.0,8-11,3-7,8-5,8-7,13-14,14-16,2-1,11-7,21-22,6-8,12-19,15-11,7-3,10-10,15-15
22.0,Arizona Diamondbacks,27,30,0.474,L 3,5.0,5.2,-0.1,0.2,0.1,28-29,-1.0,9-10,6-10,7-6,5-4,14-16,13-14,2-4,8-11,20-21,7-9,17-21,10-9,2-8,8-12,13-17
23.0,Los Angeles Angels,26,30,0.464,W 1,4.1,5.0,-0.9,0.0,-0.9,23-33,3.0,5-7,6-8,5-7,10-8,10-15,16-15,2-0,8-4,23-24,3-6,17-20,9-10,5-5,11-9,14-16
24.0,Atlanta Braves,26,30,0.464,L 1,4.1,3.9,0.2,0.0,0.2,29-27,-3.0,7-7,6-4,6-13,7-6,16-10,10-20,5-1,9-14,20-24,6-6,15-20,11-10,3-7,9-11,14-16
25.0,Miami Marlins,22,33,0.4,L 1,4.2,5.6,-1.4,0.2,-1.2,20-35,2.0,6-8,7-6,2-11,7-8,13-16,9-17,3-3,7-9,16-25,6-8,12-22,10-11,4-6,8-12,10-20
26.0,Athletics,23,35,0.397,L 4,4.2,6.0,-1.8,0.0,-1.8,20-38,3.0,1-4,5-1,8-12,9-18,9-19,14-16,3-2,7-9,17-29,6-6,9-26,14-9,1-9,3-17,9-21
27.0,Pittsburgh Pirates,21,37,0.362,L 1,3.2,4.2,-1.1,0.3,-0.8,22-36,-1.0,7-10,7-12,3-7,4-8,13-16,8-21,3-3,10-13,17-28,4-9,11-30,10-7,6-4,9-11,10-20
28.0,Baltimore Orioles,20,36,0.357,W 1,3.8,5.6,-1.7,0.1,-1.6,19-37,1.0,8-8,5-14,2-1,5-13,10-17,10-19,1-2,6-7,16-25,4-11,12-24,8-12,5-5,7-13,10-20
29.0,Chicago White Sox,18,39,0.316,L 1,3.5,4.3,-0.9,0.0,-0.9,23-34,-5.0,3-5,2-14,7-11,6-9,12-15,6-24,1-2,3-14,12-30,6-9,9-25,9-14,4-6,8-12,11-19
30.0,Colorado Rockies,9,48,0.158,L 6,3.1,6.2,-3.1,0.4,-2.8,13-44,-4.0,2-12,1-8,3-13,3-15,6-22,3-26,0-4,4-11,8-31,1-17,5-37,4-11,1-9,3-17,5-25
,Average,28,28,0.5,,4.3,4.3,,,,28-28,,6-6,6-6,6-6,8-8,15-12,12-15,2-2,8-8,22-20,6-7,14-19,13-9,5-5,10-9,14-15
