Rk,Tm,W,L,W-L%,Strk,R,RA,Rdiff,SOS,SRS,pythWL,Luck,vEast,vCent,vWest,Inter,Home,Road,ExInn,1Run,vRHP,vLHP,≥.500,<.500,last10,last20,last30
13.0,Seattle Mariners,36,34,0.514,W 3,4.4,4.4,0.0,-0.2,-0.2,35-35,1.0,5-10,8-4,15-10,8-10,19-17,17-17,4-6,14-10,25-25,11-9,24-22,12-12,4-6,7-13,14-16
14.0,Cincinnati Reds,37,35,0.514,W 2,4.7,4.1,0.6,-0.1,0.5,40-32,-3.0,3-7,10-13,9-3,15-12,18-16,19-19,1-5,7-10,28-20,9-15,22-22,15-13,7-3,12-8,17-13
15.0,St. Louis Cardinals,37,35,0.514,L 1,4.6,4.3,0.3,0.1,0.4,38-34,-1.0,10-9,9-8,5-1,13-17,22-14,15-21,1-5,12-12,24-23,13-12,23-25,14-10,3-7,8-12,14-16
16.0,Minnesota Twins,36,35,0.507,L 4,4.2,4.1,0.1,-0.1,0.0,36-35,0.0,10-5,10-12,9-10,7-8,20-12,16-23,3-5,7-12,31-28,5-7,17-25,19-10,2-8,7-13,15-15
17.0,Arizona Diamondbacks,36,35,0.507,L 1,5.1,5.2,-0.1,0.2,0.1,35-36,1.0,13-11,6-13,9-7,8-4,20-18,16-17,3-5,11-12,27-25,9-10,22-25,14-10,6-4,10-10,15-15
18.0,Boston Red Sox,37,36,0.507,W 5,4.8,4.5,0.3,0.1,0.4,39-34,-2.0,15-11,9-10,5-8,8-7,22-17,15-19,5-8,9-17,27-27,10-9,23-24,14-12,8-2,10-10,15-15
19.0,Texas Rangers,36,36,0.5,W 4,3.7,3.3,0.4,0.0,0.3,40-32,-4.0,8-11,8-4,8-12,12-9,23-13,13-23,1-0,11-13,30-26,6-10,22-28,14-8,7-3,11-9,15-15
20.0,Cleveland Guardians,35,35,0.5,L 3,3.9,4.2,-0.4,0.1,-0.3,32-38,3.0,7-8,14-5,4-8,10-14,19-15,16-20,4-1,8-7,30-22,5-13,19-27,16-8,2-8,7-13,12-18
21.0,Kansas City Royals,34,38,0.472,L 6,3.3,3.7,-0.4,0.0,-0.4,32-40,2.0,8-10,13-14,3-6,10-8,19-19,15-19,4-3,12-11,27-31,7-7,22-31,12-7,2-8,6-14,10-20
22.0,Los Angeles Angels,33,37,0.471,L 3,4.2,5.1,-0.9,-0.1,-1.0,29-41,4.0,7-11,6-10,10-8,10-8,15-16,18-21,4-0,13-6,29-31,4-6,21-27,12-10,5-5,8-12,16-14
23.0,Atlanta Braves,31,39,0.443,L 1,4.1,4.0,0.2,0.0,0.1,36-34,-5.0,7-7,8-5,8-20,8-7,19-15,12-24,5-2,9-19,25-31,6-8,22-31,9-8,4-6,7-13,12-18
24.0,Baltimore Orioles,30,40,0.429,W 3,4.0,5.0,-1.0,-0.1,-1.1,28-42,2.0,8-8,8-16,9-3,5-13,16-19,14-21,1-2,10-8,24-25,6-15,18-28,12-12,6-4,14-6,15-15
25.0,Washington Nationals,30,41,0.423,L 8,4.2,5.0,-0.9,0.0,-0.9,29-42,1.0,8-17,4-9,9-6,9-9,15-21,15-20,2-2,11-10,22-29,8-12,18-28,12-13,1-9,7-13,13-17
26.0,Miami Marlins,28,41,0.406,W 3,4.1,5.4,-1.3,0.1,-1.2,26-43,2.0,9-8,8-8,3-15,8-10,14-20,14-21,4-3,11-13,19-31,9-10,14-28,14-13,5-5,9-11,13-17
27.0,Pittsburgh Pirates,29,44,0.397,L 2,3.2,3.9,-0.7,0.3,-0.5,30-43,-1.0,12-11,8-15,4-8,5-10,19-19,10-25,4-4,14-17,23-33,6-11,19-37,10-7,6-4,10-10,15-15
28.0,Athletics,29,44,0.397,W 3,4.3,5.8,-1.5,-0.1,-1.6,26-47,3.0,3-7,9-4,8-15,9-18,12-23,17-21,3-3,9-12,22-37,7-7,15-33,14-11,6-4,7-13,7-23
29.0,Chicago White Sox,23,49,0.319,L 5,3.4,4.3,-0.9,0.0,-0.9,29-43,-6.0,3-7,6-17,8-16,6-9,16-18,7-31,2-3,4-19,17-39,6-10,17-33,6-16,4-6,6-14,10-20
30.0,Colorado Rockies,14,57,0.197,W 1,3.4,6.2,-2.9,0.3,-2.5,17-54,-3.0,6-19,1-8,4-15,3-15,7-27,7-30,0-4,7-12,13-38,1-19,7-46,7-11,3-7,5-15,7-23
,Average,35,35,0.5,,4.3,4.3,,,,35-35,,8-8,8-8,8-8,10-10,19-15,15-19,3-3,11-11,27-25,8-9,21-26,14-9,5-5,10-9,15-14
