balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games,is_divisional_game
20517,777724,2025-05-28,140,141,TEX,TOR,Texas Rangers,Toronto Blue Jays,Rangers,Blue Jays,American League,American League,AL,AL,AL West,AL East,AL West,AL East,2025,2025,56,55,27,26,29,29,0.482,0.473,185,208,195,240,-10,-32,3.3,3.78,3.48,4.36,-0.18,-0.58,0.0,0.0,0.0,0.0,0.482,0.473,0.0,0.0,18,16,11,12,9,10,18,17,W1,L1,0,0,0.0,0.0,0.0,0.0,0.4821428571428571,0.4727272727272727,0.6206896551724138,0.5714285714285714,0.3333333333333333,0.3703703703703703,0.0,0.0,0.4821428571428571,0.4727272727272727,0.3,0.5,False
20518,777726,2025-05-28,135,146,SD,MIA,San Diego Padres,Miami Marlins,Padres,Marlins,National League,National League,NL,NL,NL West,NL East,NL West,NL East,2025,2025,53,53,31,21,22,32,0.585,0.396,225,219,205,297,20,-78,4.25,4.13,3.87,5.6,0.38,-1.47,0.0,0.0,0.0,0.0,0.585,0.396,0.0,0.0,18,13,8,15,13,8,14,17,W3,L2,0,0,0.0,0.0,0.0,0.0,0.5849056603773585,0.3962264150943396,0.6923076923076923,0.4642857142857143,0.4814814814814814,0.32,0.0,0.0,0.5849056603773585,0.3962264150943396,0.4,0.4,False
20519,777728,2025-05-28,108,147,LAA,NYY,Los Angeles Angels,New York Yankees,Angels,Yankees,American League,American League,AL,AL,AL West,AL East,AL West,AL East,2025,2025,54,55,25,35,29,20,0.463,0.636,224,309,279,193,-55,116,4.15,5.62,5.17,3.51,-1.02,2.11,0.0,0.0,0.0,0.0,0.463,0.636,0.0,0.0,10,19,14,9,15,16,15,11,L4,W4,0,0,0.0,0.0,0.0,0.0,0.4629629629629629,0.6363636363636364,0.4166666666666667,0.6785714285714286,0.5,0.5925925925925926,0.0,0.0,0.4629629629629629,0.6363636363636364,0.6,0.8,False
20520,777729,2025-05-28,109,134,AZ,PIT,Arizona Diamondbacks,Pittsburgh Pirates,D-backs,Pirates,National League,National League,NL,NL,NL West,NL Central,NL West,NL Central,2025,2025,55,56,27,20,28,36,0.491,0.357,278,173,275,242,3,-69,5.05,3.09,5.0,4.32,0.05,-1.23,0.0,0.0,0.0,0.0,0.491,0.357,0.0,0.0,14,13,14,16,13,7,14,20,L1,W1,0,0,0.0,0.0,0.0,0.0,0.4909090909090909,0.3571428571428571,0.5,0.4482758620689655,0.4814814814814814,0.2592592592592592,0.0,0.0,0.4909090909090909,0.3571428571428571,0.3,0.5,False
20521,777730,2025-05-28,136,120,SEA,WSH,Seattle Mariners,Washington Nationals,Mariners,Nationals,American League,National League,AL,NL,AL West,NL East,AL West,NL East,2025,2025,53,56,30,24,23,32,0.566,0.429,247,228,220,294,27,-66,4.66,4.07,4.15,5.25,0.51,-1.18,0.0,0.0,0.0,0.0,0.566,0.429,0.0,0.0,14,13,11,15,16,11,12,17,W1,L2,0,0,0.0,0.0,0.0,0.0,0.5660377358490566,0.4285714285714285,0.56,0.4642857142857143,0.5714285714285714,0.3928571428571428,0.0,0.0,0.5660377358490566,0.4285714285714285,0.6,0.6,False
20695,777723,2025-05-29,143,144,PHI,ATL,Philadelphia Phillies,Atlanta Braves,Phillies,Braves,National League,National League,NL,NL,NL East,NL East,NL East,NL East,2025,2025,56,54,36,25,20,29,0.643,0.463,274,220,236,212,38,8,4.89,4.07,4.21,3.93,0.68,0.15,0.0,0.0,0.0,0.0,0.643,0.463,0.0,0.0,19,16,9,9,17,9,11,20,W2,L3,0,0,0.0,0.0,0.0,0.0,0.6428571428571429,0.4629629629629629,0.6785714285714286,0.64,0.6071428571428571,0.3103448275862069,0.0,1.0,0.6428571428571429,0.4629629629629629,0.9,0.3,True
20696,777727,2025-05-29,141,133,TOR,ATH,Toronto Blue Jays,Athletics,Blue Jays,Athletics,American League,American League,AL,AL,AL East,AL West,AL East,AL West,2025,2025,56,56,27,23,29,33,0.482,0.411,210,235,240,324,-30,-89,3.75,4.2,4.29,5.79,-0.54,-1.59,0.0,0.0,0.0,0.0,0.482,0.411,0.0,0.0,16,9,12,19,11,14,17,14,W1,L2,0,0,0.0,0.0,0.0,0.0,0.4821428571428571,0.4107142857142857,0.5714285714285714,0.3214285714285714,0.3928571428571428,0.5,0.0,0.0,0.4821428571428571,0.4107142857142857,0.5,0.1,False
20697,777725,2025-05-29,117,139,HOU,TB,Houston Astros,Tampa Bay Rays,Astros,Rays,American League,American League,AL,AL,AL West,AL East,AL West,AL East,2025,2025,55,55,30,28,25,27,0.545,0.509,230,226,194,206,36,20,4.18,4.11,3.53,3.75,0.65,0.36,0.0,0.0,0.0,0.0,0.545,0.509,0.0,0.0,20,18,10,19,10,10,15,8,W4,W1,0,0,0.0,0.0,0.0,0.0,0.5454545454545454,0.509090909090909,0.6666666666666666,0.4864864864864865,0.4,0.5555555555555556,1.0,0.0,0.5454545454545454,0.509090909090909,0.7,0.7,False
20698,777722,2025-05-29,136,120,SEA,WSH,Seattle Mariners,Washington Nationals,Mariners,Nationals,American League,National League,AL,NL,AL West,NL East,AL West,NL East,2025,2025,54,57,30,25,24,32,0.556,0.439,247,237,229,294,18,-57,4.57,4.16,4.24,5.16,0.33,-1.0,0.0,0.0,0.0,0.0,0.556,0.439,0.0,0.0,14,13,12,15,16,12,12,17,L1,W1,0,0,0.0,0.0,0.0,0.0,0.5555555555555556,0.4385964912280701,0.5384615384615384,0.4642857142857143,0.5714285714285714,0.4137931034482758,0.0,0.0,0.5555555555555556,0.4385964912280701,0.5,0.7,False
1781913,777735,2025-05-29,143,144,PHI,ATL,Philadelphia Phillies,Atlanta Braves,Phillies,Braves,National League,National League,NL,NL,NL East,NL East,NL East,NL East,2025,2025,55,53,35,25,20,28,0.636,0.472,269,216,232,207,37,9,4.89,4.08,4.22,3.91,0.67,0.17,0.0,0.0,0.0,0.0,0.636,0.472,0.0,0.0,18,16,9,9,17,9,11,19,W1,L2,0,0,0.0,0.0,0.0,0.0,0.6363636363636364,0.4716981132075472,0.6666666666666666,0.64,0.6071428571428571,0.3214285714285714,0.0,1.0,0.6363636363636364,0.4716981132075472,0.9,0.4,True
20860,777721,2025-05-30,114,108,CLE,LAA,Cleveland Guardians,Los Angeles Angels,Guardians,Angels,American League,American League,AL,AL,AL Central,AL West,AL Central,AL West,2025,2025,58,55,32,25,26,30,0.552,0.455,242,224,251,280,-9,-56,4.17,4.07,4.33,5.09,-0.16,-1.02,0.0,0.0,0.0,0.0,0.552,0.455,0.0,0.0,16,10,10,15,16,15,16,15,W1,L5,0,0,0.0,0.0,0.0,0.0,0.5517241379310345,0.4545454545454545,0.6153846153846154,0.4,0.5,0.5,0.0,0.0,0.5517241379310345,0.4545454545454545,0.5,0.5,False
20861,777719,2025-05-30,144,111,ATL,BOS,Atlanta Braves,Boston Red Sox,Braves,Red Sox,National League,American League,NL,AL,NL East,AL East,NL East,AL East,2025,2025,56,62,26,30,30,32,0.464,0.484,233,309,220,282,13,27,4.16,4.98,3.93,4.55,0.23,0.44,0.0,0.0,0.0,0.0,0.464,0.484,0.0,0.0,16,19,9,14,10,11,21,18,L1,L4,0,0,0.0,0.0,0.0,0.0,0.4642857142857143,0.4838709677419355,0.64,0.5757575757575758,0.3225806451612903,0.3793103448275862,0.6666666666666666,0.0,0.4642857142857143,0.4838709677419355,0.3,0.4,False
20862,777720,2025-05-30,110,145,BAL,CWS,Baltimore Orioles,Chicago White Sox,Orioles,White Sox,American League,American League,AL,AL,AL East,AL Central,AL East,AL Central,2025,2025,59,56,19,18,40,38,0.322,0.321,231,196,349,244,-118,-48,3.92,3.5,5.92,4.36,-2.0,-0.86,0.0,0.0,0.0,0.0,0.322,0.321,0.0,0.0,9,12,18,15,10,6,22,23,L2,W1,0,0,0.0,0.0,0.0,0.0,0.3220338983050847,0.3214285714285714,0.3333333333333333,0.4444444444444444,0.3125,0.2068965517241379,0.0,0.0,0.3220338983050847,0.3214285714285714,0.4,0.4,False
20863,777718,2025-05-30,121,115,NYM,COL,New York Mets,Colorado Rockies,Mets,Rockies,National League,National League,NL,NL,NL East,NL West,NL East,NL West,2025,2025,57,59,34,10,23,49,0.596,0.169,247,183,191,370,56,-187,4.33,3.1,3.35,6.27,0.98,-3.17,0.0,0.0,0.0,0.0,0.596,0.169,0.0,0.0,21,7,7,23,13,3,16,26,L1,L5,0,0,0.0,0.0,0.0,0.0,0.5964912280701754,0.1694915254237288,0.75,0.2333333333333333,0.4482758620689655,0.1034482758620689,0.0,0.0,0.5964912280701754,0.1694915254237288,0.5,0.1,False
20864,777715,2025-05-30,143,158,PHI,MIL,Philadelphia Phillies,Milwaukee Brewers,Phillies,Brewers,National League,National League,NL,NL,NL East,NL Central,NL East,NL Central,2025,2025,58,57,37,29,21,28,0.638,0.509,282,246,249,245,33,1,4.86,4.32,4.29,4.3,0.57,0.02,0.0,0.0,0.0,0.0,0.638,0.509,0.0,0.0,20,18,10,10,17,11,11,18,W1,W4,0,0,0.0,0.0,0.0,0.0,0.6379310344827587,0.5087719298245614,0.6666666666666666,0.6428571428571429,0.6071428571428571,0.3793103448275862,0.3333333333333333,0.0,0.6379310344827587,0.5087719298245614,0.8,0.7,False
20865,777716,2025-05-30,141,133,TOR,ATH,Toronto Blue Jays,Athletics,Blue Jays,Athletics,American League,American League,AL,AL,AL East,AL West,AL East,AL West,2025,2025,57,57,28,23,29,34,0.491,0.404,222,235,240,336,-18,-101,3.89,4.12,4.21,5.89,-0.32,-1.77,0.0,0.0,0.0,0.0,0.491,0.404,0.0,0.0,17,9,12,19,11,14,17,15,W2,L3,0,0,0.0,0.0,0.0,0.0,0.4912280701754385,0.4035087719298245,0.5862068965517241,0.3214285714285714,0.3928571428571428,0.4827586206896552,0.0,0.0,0.4912280701754385,0.4035087719298245,0.6,0.1,False
20866,777717,2025-05-30,146,137,MIA,SF,Miami Marlins,San Francisco Giants,Marlins,Giants,National League,National League,NL,NL,NL East,NL West,NL East,NL West,2025,2025,54,56,22,31,32,25,0.407,0.554,229,242,305,203,-76,39,4.24,4.32,5.65,3.62,-1.41,0.7,0.0,0.0,0.0,0.0,0.407,0.554,0.0,0.0,13,17,15,9,9,14,17,16,W1,L3,0,0,0.0,0.0,0.0,0.0,0.4074074074074074,0.5535714285714286,0.4642857142857143,0.6538461538461539,0.3461538461538461,0.4666666666666667,0.0,0.0,0.4074074074074074,0.5535714285714286,0.5,0.4,False
20867,777712,2025-05-30,112,113,CHC,CIN,Chicago Cubs,Cincinnati Reds,Cubs,Reds,National League,National League,NL,NL,NL Central,NL Central,NL Central,NL Central,2025,2025,56,58,35,28,21,30,0.625,0.483,330,264,235,238,95,26,5.89,4.55,4.2,4.1,1.7,0.45,0.0,0.0,0.0,0.0,0.625,0.483,0.0,0.0,18,14,10,15,17,14,11,15,W4,L1,0,0,0.0,0.0,0.0,0.0,0.625,0.4827586206896552,0.6428571428571429,0.4827586206896552,0.6071428571428571,0.4827586206896552,0.0,0.0,0.625,0.4827586206896552,0.8,0.5,True
20868,777711,2025-05-30,118,116,KC,DET,Kansas City Royals,Detroit Tigers,Royals,Tigers,American League,American League,AL,AL,AL Central,AL Central,AL Central,AL Central,2025,2025,58,59,31,39,27,20,0.534,0.661,194,305,195,207,-1,98,3.34,5.17,3.36,3.51,-0.02,1.66,0.0,0.0,0.0,0.0,0.534,0.661,0.0,0.0,19,22,11,8,12,17,16,12,W1,W4,0,0,0.0,0.0,0.0,0.0,0.5344827586206896,0.6610169491525424,0.6333333333333333,0.7333333333333333,0.4285714285714285,0.5862068965517241,0.0,0.0,0.5344827586206896,0.6610169491525424,0.5,0.6,True
20869,777709,2025-05-30,140,138,TEX,STL,Texas Rangers,St. Louis Cardinals,Rangers,Cardinals,American League,National League,AL,NL,AL West,NL Central,AL West,NL Central,2025,2025,57,60,27,35,30,25,0.474,0.583,185,298,197,240,-12,58,3.25,4.97,3.46,4.0,-0.21,0.97,0.0,0.0,0.0,0.0,0.474,0.583,0.0,0.0,18,20,12,8,9,15,18,17,L1,W2,0,0,0.0,0.0,0.0,0.0,0.4736842105263157,0.5833333333333334,0.6,0.7142857142857143,0.3333333333333333,0.46875,0.0,0.0,0.4736842105263157,0.5833333333333334,0.2,0.6,False
20870,777714,2025-05-30,117,139,HOU,TB,Houston Astros,Tampa Bay Rays,Astros,Rays,American League,American League,AL,AL,AL West,AL East,AL West,AL East,2025,2025,56,56,30,29,26,27,0.536,0.518,233,239,207,209,26,30,4.16,4.27,3.7,3.73,0.46,0.54,0.0,0.0,0.0,0.0,0.536,0.518,0.0,0.0,20,18,11,19,10,11,15,8,L1,W2,0,0,0.0,0.0,0.0,0.0,0.5357142857142857,0.5178571428571429,0.6451612903225806,0.4864864864864865,0.4,0.5789473684210527,1.0,0.0,0.5357142857142857,0.5178571428571429,0.6,0.8,False
20871,777713,2025-05-30,136,142,SEA,MIN,Seattle Mariners,Minnesota Twins,Mariners,Twins,American League,American League,AL,AL,AL West,AL Central,AL West,AL Central,2025,2025,55,57,30,32,25,25,0.545,0.561,250,230,238,201,12,29,4.55,4.04,4.33,3.53,0.22,0.51,0.0,0.0,0.0,0.0,0.545,0.561,0.0,0.0,14,19,13,8,16,13,12,17,L2,L1,0,0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5614035087719298,0.5185185185185185,0.7037037037037037,0.5714285714285714,0.4333333333333333,0.0,0.0,0.5454545454545454,0.5614035087719298,0.4,0.5,False
20872,777708,2025-05-30,119,147,LAD,NYY,Los Angeles Dodgers,New York Yankees,Dodgers,Yankees,National League,American League,NL,AL,NL West,AL East,NL West,AL East,2025,2025,56,56,34,36,22,20,0.607,0.643,314,310,249,193,65,117,5.61,5.54,4.45,3.45,1.16,2.09,0.0,0.0,0.0,0.0,0.607,0.643,0.0,0.0,19,19,8,9,15,17,14,11,L1,W5,0,0,0.0,0.0,0.0,0.0,0.6071428571428571,0.6428571428571429,0.7037037037037037,0.6785714285714286,0.5172413793103449,0.6071428571428571,0.0,0.0,0.6071428571428571,0.6428571428571429,0.5,0.9,False
20873,777707,2025-05-30,135,134,SD,PIT,San Diego Padres,Pittsburgh Pirates,Padres,Pirates,National League,National League,NL,NL,NL West,NL Central,NL West,NL Central,2025,2025,54,57,31,21,23,36,0.574,0.368,233,183,215,243,18,-60,4.31,3.21,3.98,4.26,0.33,-1.05,0.0,0.0,0.0,0.0,0.574,0.368,0.0,0.0,18,13,9,16,13,8,14,20,L1,W2,0,0,0.0,0.0,0.0,0.0,0.5740740740740741,0.3684210526315789,0.6666666666666666,0.4482758620689655,0.4814814814814814,0.2857142857142857,0.0,0.0,0.5740740740740741,0.3684210526315789,0.4,0.6,False
20874,777710,2025-05-30,109,120,AZ,WSH,Arizona Diamondbacks,Washington Nationals,D-backs,Nationals,National League,National League,NL,NL,NL West,NL East,NL West,NL East,2025,2025,56,58,27,26,29,32,0.482,0.448,279,246,285,297,-6,-51,4.98,4.24,5.09,5.12,-0.11,-0.88,0.0,0.0,0.0,0.0,0.482,0.448,0.0,0.0,14,13,15,15,13,13,14,17,L2,W2,0,0,0.0,0.0,0.0,0.0,0.4821428571428571,0.4482758620689655,0.4827586206896552,0.4642857142857143,0.4814814814814814,0.4333333333333333,0.0,0.0,0.4821428571428571,0.4482758620689655,0.3,0.7,False
21370,777703,2025-05-31,114,108,CLE,LAA,Cleveland Guardians,Los Angeles Angels,Guardians,Angels,American League,American League,AL,AL,AL Central,AL West,AL Central,AL West,2025,2025,59,56,32,26,27,30,0.542,0.464,243,228,255,281,-12,-53,4.12,4.07,4.32,5.02,-0.2,-0.95,0.0,0.0,0.0,0.0,0.542,0.464,0.0,0.0,16,10,11,15,16,16,16,15,L1,W1,0,0,0.0,0.0,0.0,0.0,0.5423728813559322,0.4642857142857143,0.5925925925925926,0.4,0.5,0.5161290322580645,0.0,0.0,0.5423728813559322,0.4642857142857143,0.5,0.5,False
21371,777706,2025-05-31,144,111,ATL,BOS,Atlanta Braves,Boston Red Sox,Braves,Red Sox,National League,American League,NL,AL,NL East,AL East,NL East,AL East,2025,2025,57,63,26,31,31,32,0.456,0.492,234,314,225,283,9,31,4.11,4.98,3.95,4.49,0.16,0.49,0.0,0.0,0.0,0.0,0.456,0.492,0.0,0.0,16,19,10,14,10,12,21,18,L2,W1,0,0,0.0,0.0,0.0,0.0,0.4561403508771929,0.492063492063492,0.6153846153846154,0.5757575757575758,0.3225806451612903,0.4,0.6666666666666666,0.0,0.4561403508771929,0.492063492063492,0.2,0.5,False
21372,777699,2025-05-31,110,145,BAL,CWS,Baltimore Orioles,Chicago White Sox,Orioles,White Sox,American League,American League,AL,AL,AL East,AL Central,AL East,AL Central,2025,2025,60,57,20,18,40,39,0.333,0.316,233,197,350,246,-117,-49,3.88,3.46,5.83,4.32,-1.95,-0.86,0.0,0.0,0.0,0.0,0.333,0.316,0.0,0.0,10,12,18,15,10,6,22,24,W1,L1,0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3157894736842105,0.3571428571428571,0.4444444444444444,0.3125,0.2,0.0,0.0,0.3333333333333333,0.3157894736842105,0.4,0.4,False
21373,777700,2025-05-31,121,115,NYM,COL,New York Mets,Colorado Rockies,Mets,Rockies,National League,National League,NL,NL,NL East,NL West,NL East,NL West,2025,2025,58,60,35,10,23,50,0.603,0.167,251,185,193,374,58,-189,4.33,3.08,3.33,6.23,1.0,-3.15,0.0,0.0,0.0,0.0,0.603,0.167,0.0,0.0,22,7,7,23,13,3,16,27,W1,L6,0,0,0.0,0.0,0.0,0.0,0.603448275862069,0.1666666666666666,0.7586206896551724,0.2333333333333333,0.4482758620689655,0.1,0.0,0.0,0.603448275862069,0.1666666666666666,0.6,0.1,False
21374,777702,2025-05-31,143,158,PHI,MIL,Philadelphia Phillies,Milwaukee Brewers,Phillies,Brewers,National League,National League,NL,NL,NL East,NL Central,NL East,NL Central,2025,2025,59,58,37,30,22,28,0.627,0.517,284,252,255,247,29,5,4.81,4.34,4.32,4.26,0.49,0.09,0.0,0.0,0.0,0.0,0.627,0.517,0.0,0.0,20,18,11,10,17,12,11,18,L1,W5,0,0,0.0,0.0,0.0,0.0,0.6271186440677966,0.5172413793103449,0.6451612903225806,0.6428571428571429,0.6071428571428571,0.4,0.3333333333333333,0.0,0.6271186440677966,0.5172413793103449,0.7,0.7,False
21375,777701,2025-05-31,141,133,TOR,ATH,Toronto Blue Jays,Athletics,Blue Jays,Athletics,American League,American League,AL,AL,AL East,AL West,AL East,AL West,2025,2025,58,58,29,23,29,35,0.5,0.397,233,242,247,347,-14,-105,4.02,4.17,4.26,5.98,-0.24,-1.81,0.0,0.0,0.0,0.0,0.5,0.397,0.0,0.0,18,9,12,19,11,14,17,16,W3,L4,0,0,0.0,0.0,0.0,0.0,0.5,0.396551724137931,0.6,0.3214285714285714,0.3928571428571428,0.4666666666666667,0.0,0.0,0.5,0.396551724137931,0.6,0.1,False
21376,777705,2025-05-31,146,137,MIA,SF,Miami Marlins,San Francisco Giants,Marlins,Giants,National League,National League,NL,NL,NL East,NL West,NL East,NL West,2025,2025,55,57,22,32,33,25,0.4,0.561,229,244,307,203,-78,41,4.16,4.28,5.58,3.56,-1.42,0.72,0.0,0.0,0.0,0.0,0.4,0.561,0.0,0.0,13,17,16,9,9,15,17,16,L1,W1,0,0,0.0,0.0,0.0,0.0,0.4,0.5614035087719298,0.4482758620689655,0.6538461538461539,0.3461538461538461,0.4838709677419355,0.0,0.0,0.4,0.5614035087719298,0.4,0.4,False
21377,777704,2025-05-31,112,113,CHC,CIN,Chicago Cubs,Cincinnati Reds,Cubs,Reds,National League,National League,NL,NL,NL Central,NL Central,NL Central,NL Central,2025,2025,57,59,35,29,22,30,0.614,0.492,332,270,241,240,91,30,5.82,4.58,4.23,4.07,1.6,0.51,0.0,0.0,0.0,0.0,0.614,0.492,0.0,0.0,18,14,11,15,17,15,11,15,L1,W1,0,0,0.0,0.0,0.0,0.0,0.6140350877192983,0.4915254237288136,0.6206896551724138,0.4827586206896552,0.6071428571428571,0.5,0.0,1.0,0.6140350877192983,0.4915254237288136,0.7,0.5,True
21378,777694,2025-05-31,118,116,KC,DET,Kansas City Royals,Detroit Tigers,Royals,Tigers,American League,American League,AL,AL,AL Central,AL Central,AL Central,AL Central,2025,2025,59,60,31,40,28,20,0.525,0.667,199,312,202,212,-3,100,3.37,5.2,3.42,3.53,-0.05,1.67,0.0,0.0,0.0,0.0,0.525,0.667,0.0,0.0,19,22,12,8,12,18,16,12,L1,W5,0,0,0.0,0.0,0.0,0.0,0.5254237288135594,0.6666666666666666,0.6129032258064516,0.7333333333333333,0.4285714285714285,0.6,0.0,1.0,0.5254237288135594,0.6666666666666666,0.4,0.7,True
21379,777697,2025-05-31,140,138,TEX,STL,Texas Rangers,St. Louis Cardinals,Rangers,Cardinals,American League,National League,AL,NL,AL West,NL Central,AL West,NL Central,2025,2025,58,61,28,35,30,26,0.483,0.574,196,299,198,251,-2,48,3.38,4.9,3.41,4.11,-0.03,0.79,0.0,0.0,0.0,0.0,0.483,0.574,0.0,0.0,19,20,12,8,9,15,18,18,W1,L1,0,0,0.0,0.0,0.0,0.0,0.4827586206896552,0.5737704918032787,0.6129032258064516,0.7142857142857143,0.3333333333333333,0.4545454545454545,0.0,0.0,0.4827586206896552,0.5737704918032787,0.3,0.6,False
21380,777693,2025-05-31,117,139,HOU,TB,Houston Astros,Tampa Bay Rays,Astros,Rays,American League,American League,AL,AL,AL West,AL East,AL West,AL East,2025,2025,57,57,31,29,26,28,0.544,0.509,235,240,208,211,27,29,4.12,4.21,3.65,3.7,0.47,0.51,0.0,0.0,0.0,0.0,0.544,0.509,0.0,0.0,21,18,11,19,10,11,15,9,W1,L1,0,0,0.0,0.0,0.0,0.0,0.543859649122807,0.5087719298245614,0.65625,0.4864864864864865,0.4,0.55,1.0,0.0,0.543859649122807,0.5087719298245614,0.6,0.8,False
21381,777695,2025-05-31,136,142,SEA,MIN,Seattle Mariners,Minnesota Twins,Mariners,Twins,American League,American League,AL,AL,AL West,AL Central,AL West,AL Central,2025,2025,56,58,30,33,26,25,0.536,0.569,256,242,250,207,6,35,4.57,4.17,4.46,3.57,0.11,0.6,0.0,0.0,0.0,0.0,0.536,0.569,0.0,0.0,14,19,14,8,16,14,12,17,L3,W1,0,0,0.0,0.0,0.0,0.0,0.5357142857142857,0.5689655172413793,0.5,0.7037037037037037,0.5714285714285714,0.4516129032258064,0.0,0.0,0.5357142857142857,0.5689655172413793,0.3,0.6,False
21382,777698,2025-05-31,119,147,LAD,NYY,Los Angeles Dodgers,New York Yankees,Dodgers,Yankees,National League,American League,NL,AL,NL West,AL East,NL West,AL East,2025,2025,57,57,35,36,22,21,0.614,0.632,322,315,254,201,68,114,5.65,5.53,4.46,3.53,1.19,2.0,0.0,0.0,0.0,0.0,0.614,0.632,0.0,0.0,20,19,8,9,15,17,14,12,W1,L1,0,0,0.0,0.0,0.0,0.0,0.6140350877192983,0.631578947368421,0.7142857142857143,0.6785714285714286,0.5172413793103449,0.5862068965517241,0.0,0.0,0.6140350877192983,0.631578947368421,0.6,0.8,False
21383,777691,2025-05-31,135,134,SD,PIT,San Diego Padres,Pittsburgh Pirates,Padres,Pirates,National League,National League,NL,NL,NL West,NL Central,NL West,NL Central,2025,2025,55,58,32,21,23,37,0.582,0.362,236,185,217,246,19,-61,4.29,3.19,3.95,4.24,0.35,-1.05,0.0,0.0,0.0,0.0,0.582,0.362,0.0,0.0,19,13,9,16,13,8,14,21,W1,L1,0,0,0.0,0.0,0.0,0.0,0.5818181818181818,0.3620689655172414,0.6785714285714286,0.4482758620689655,0.4814814814814814,0.2758620689655172,0.0,0.0,0.5818181818181818,0.3620689655172414,0.5,0.6,False
21384,777696,2025-05-31,109,120,AZ,WSH,Arizona Diamondbacks,Washington Nationals,D-backs,Nationals,National League,National League,NL,NL,NL West,NL East,NL West,NL East,2025,2025,57,59,27,27,30,32,0.474,0.458,286,255,294,304,-8,-49,5.02,4.32,5.16,5.15,-0.14,-0.83,0.0,0.0,0.0,0.0,0.474,0.458,0.0,0.0,14,13,16,15,13,14,14,17,L3,W3,0,0,0.0,0.0,0.0,0.0,0.4736842105263157,0.4576271186440678,0.4666666666666667,0.4642857142857143,0.4814814814814814,0.4516129032258064,0.0,0.0,0.4736842105263157,0.4576271186440678,0.2,0.7,False
21875,777683,2025-06-01,114,108,CLE,LAA,Cleveland Guardians,Los Angeles Angels,Guardians,Angels,American League,American League,AL,AL,AL Central,AL West,AL Central,AL West,2025,2025,60,57,33,26,27,31,0.55,0.456,250,233,260,288,-10,-55,4.17,4.09,4.33,5.05,-0.17,-0.96,0.0,0.0,0.0,0.0,0.55,0.456,0.0,0.0,17,10,11,15,16,16,16,16,W1,L1,0,0,0.0,0.0,0.0,0.0,0.55,0.4561403508771929,0.6071428571428571,0.4,0.5,0.5,0.0,0.0,0.55,0.4561403508771929,0.6,0.4,False
21876,777692,2025-06-01,144,111,ATL,BOS,Atlanta Braves,Boston Red Sox,Braves,Red Sox,National League,American League,NL,AL,NL East,AL East,NL East,AL East,2025,2025,58,64,27,31,31,33,0.466,0.484,239,314,225,288,14,26,4.12,4.91,3.88,4.5,0.24,0.41,0.0,0.0,0.0,0.0,0.466,0.484,0.0,0.0,17,19,10,14,10,12,21,19,W1,L1,0,0,0.0,0.0,0.0,0.0,0.4655172413793103,0.484375,0.6296296296296297,0.5757575757575758,0.3225806451612903,0.3870967741935484,0.6666666666666666,0.0,0.4655172413793103,0.484375,0.3,0.4,False
21877,777684,2025-06-01,110,145,BAL,CWS,Baltimore Orioles,Chicago White Sox,Orioles,White Sox,American League,American League,AL,AL,AL East,AL Central,AL East,AL Central,2025,2025,61,58,21,18,40,40,0.344,0.31,237,199,352,250,-115,-51,3.89,3.43,5.77,4.31,-1.89,-0.88,0.0,0.0,0.0,0.0,0.344,0.31,0.0,0.0,11,12,18,15,10,6,22,25,W2,L2,0,0,0.0,0.0,0.0,0.0,0.3442622950819672,0.3103448275862069,0.3793103448275862,0.4444444444444444,0.3125,0.1935483870967742,0.0,0.0,0.3442622950819672,0.3103448275862069,0.5,0.4,False
21878,777686,2025-06-01,121,115,NYM,COL,New York Mets,Colorado Rockies,Mets,Rockies,National League,National League,NL,NL,NL East,NL West,NL East,NL West,2025,2025,59,61,36,10,23,51,0.61,0.164,259,187,195,382,64,-195,4.39,3.07,3.31,6.26,1.08,-3.2,0.0,0.0,0.0,0.0,0.61,0.164,0.0,0.0,23,7,7,23,13,3,16,28,W2,L7,0,0,0.0,0.0,0.0,0.0,0.6101694915254238,0.1639344262295081,0.7666666666666667,0.2333333333333333,0.4482758620689655,0.0967741935483871,0.0,0.0,0.6101694915254238,0.1639344262295081,0.7,0.1,False
