balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war,home_starter_k_bb_ratio,away_starter_k_bb_ratio,home_starter_qs_rate,away_starter_qs_rate,home_starter_ip_per_gs,away_starter_ip_per_gs,home_starter_hr_per_9,away_starter_hr_per_9,home_starter_bb_per_9,away_starter_bb_per_9,home_starter_h_per_9,away_starter_h_per_9,home_starter_win_pct,away_starter_win_pct,home_era_rolling_5,away_era_rolling_5,home_era_rolling_10,away_era_rolling_10,home_whip_rolling_5,away_whip_rolling_5,home_whip_rolling_10,away_whip_rolling_10,home_k_per_9_rolling_5,away_k_per_9_rolling_5,home_k_per_9_rolling_10,away_k_per_9_rolling_10,home_k_bb_ratio_rolling_5,away_k_bb_ratio_rolling_5,home_k_bb_ratio_rolling_10,away_k_bb_ratio_rolling_10,home_ip_per_gs_rolling_5,away_ip_per_gs_rolling_5,home_hr_per_9_rolling_10,away_hr_per_9_rolling_10,home_bb_per_9_rolling_5,away_bb_per_9_rolling_5
31104,777223,2025-07-05,663568,571578,Stephen Kolek,Patrick Corbin,135,140,SD,TEX,2025.0,2025.0,0,0,regular,regular,11,15,11,15,3,4,3,4,3,7,3.73,4.26,0,0,0,0,62.66666666666666,82.33333333333334,57,83,26,39,5,12,21,24,1.24,1.3,47,65,6.75,7.11,,,2.238095238095238,2.708333333333333,0.2727272727272727,0.2666666666666666,5.696969696969696,5.48888888888889,0.7180851063829788,1.311740890688259,3.015957446808512,2.623481781376518,8.186170212765958,9.072874493927124,0.5,0.3636363636363636,4.372469635627531,5.275862068965517,4.254545454545455,4.72027972027972,1.3360323886639676,1.3793103448275863,1.309090909090909,1.2237762237762235,7.287449392712551,7.448275862068965,7.036363636363636,7.552447552447552,2.2222222222222223,4.0,2.263157894736842,3.0,4.94,5.8,0.8181818181818182,1.2587412587412588,3.279352226720648,1.862068965517241
31235,777225,2025-07-05,622491,681347,Luis Castillo,Mike Burrows,136,134,SEA,PIT,2025.0,2025.0,0,0,regular,regular,17,8,17,7,10,0,4,1,5,2,3.55,4.15,0,0,0,0,96.33333333333331,34.666666666666664,92,35,38,16,12,7,32,10,1.29,1.3,79,35,7.38,9.09,,,2.46875,3.5,0.5882352941176471,0.0,5.666666666666665,4.952380952380952,1.1211072664359865,1.8173076923076923,2.9896193771626303,2.5961538461538463,8.595155709342562,9.086538461538462,0.4444444444444444,0.3333333333333333,4.821428571428571,3.1858407079646023,3.724137931034482,4.690553745928339,1.3214285714285714,1.3716814159292037,1.2586206896551724,1.4332247557003257,7.714285714285714,11.548672566371682,7.603448275862069,9.96742671009772,2.6666666666666665,5.8,3.0625,3.7777777777777777,5.6,4.52,1.396551724137931,2.052117263843648,2.892857142857143,1.9911504424778763
67810,777227,2025-07-05,622663,657277,Luis Severino,Logan Webb,133,137,ATH,SF,2025.0,2025.0,0,0,regular,regular,18,18,18,18,7,14,2,7,9,6,5.09,2.61,0,0,0,0,104.33333333333336,113.66666666666669,110,106,59,33,11,7,34,24,1.38,1.14,71,127,6.12,10.06,,,2.088235294117647,5.291666666666667,0.3888888888888889,0.7777777777777778,5.796296296296298,6.314814814814816,0.94888178913738,0.5542521994134897,2.9329073482428107,1.9002932551319645,9.4888178913738,8.392961876832842,0.1818181818181818,0.5384615384615384,7.03125,2.8037383177570097,6.647727272727273,2.6267281105990787,1.796875,1.090342679127726,1.590909090909091,1.1059907834101383,5.625,10.093457943925236,5.625,9.81566820276498,1.4545454545454546,5.142857142857143,1.9411764705882355,6.454545454545454,5.12,6.419999999999999,1.1931818181818183,0.8294930875576038,3.8671875,1.962616822429907
31223,777214,2025-07-06,592332,542881,Kevin Gausman,Tyler Anderson,141,108,TOR,LAA,2025.0,2025.0,0,0,regular,regular,17,17,17,17,8,6,6,2,6,5,4.18,4.12,0,0,0,0,99.0,91.66666666666669,81,88,46,42,12,15,29,35,1.11,1.34,93,77,8.45,7.56,,,3.206896551724138,2.2,0.4705882352941176,0.3529411764705882,5.823529411764706,5.392156862745099,1.0909090909090908,1.4727272727272724,2.636363636363636,3.436363636363636,7.363636363636363,8.639999999999999,0.5,0.2857142857142857,5.124555160142349,4.960629921259842,4.53125,5.432595573440644,1.3523131672597866,1.574803149606299,1.2673611111111112,1.6297786720321932,8.007117437722421,9.21259842519685,8.75,7.786720321931589,1.6666666666666667,2.888888888888889,3.294117647058824,2.15,5.619999999999999,5.08,1.25,1.448692152917505,4.804270462633452,3.188976377952756
31224,777222,2025-07-06,656550,669432,Grant Holmes,Trevor Rogers,144,110,ATL,BAL,2025.0,2025.0,0,0,regular,regular,18,4,17,4,7,2,4,1,7,0,3.47,2.05,0,0,0,0,96.0,22.0,74,13,37,5,14,1,45,6,1.24,0.86,113,18,10.59,7.36,,,2.511111111111111,3.0,0.4117647058823529,0.5,5.647058823529412,5.5,1.3125,0.4090909090909091,4.21875,2.4545454545454546,6.9375,5.318181818181818,0.3636363636363636,1.0,2.2992700729927007,2.1126760563380285,2.791970802919708,2.1126760563380285,1.3868613138686132,0.8920187793427231,1.2773722627737227,0.8920187793427231,14.78102189781022,7.605633802816903,11.989051094890511,7.605633802816903,2.8125,3.0,2.92,3.0,5.48,5.324999999999999,0.9854014598540146,0.4225352112676057,5.255474452554745,2.535211267605634
31225,777213,2025-07-06,829272,676979,Shinnosuke Ogasawara,Garrett Crochet,120,111,WSH,BOS,,2025.0,0,0,regular,regular,0,18,0,18,0,11,0,8,0,4,0.0,2.34,0,0,0,0,0.0,115.33333333333331,0,88,0,30,0,10,0,32,0.0,1.04,0,144,0.0,11.24,,,0.0,4.5,0.0,0.6111111111111112,0.0,6.407407407407407,0.0,0.7803468208092487,0.0,2.497109826589596,0.0,6.8670520231213885,0.0,0.6666666666666666,0.0,3.262839879154079,0.0,2.6146788990825685,0.0,0.9969788519637464,0.0,1.039755351681957,0.0,11.691842900302117,0.0,12.110091743119265,0.0,7.166666666666667,0.0,7.333333333333333,,6.619999999999999,0.0,0.963302752293578,0.0,1.6314199395770397
31226,777217,2025-07-06,554430,695505,Zack Wheeler,Chase Burns,143,113,PHI,CIN,2025.0,2025.0,0,0,regular,regular,17,2,17,2,13,0,8,0,3,1,2.27,13.5,0,0,0,0,107.0,5.333333333333333,72,11,27,8,10,2,25,2,0.91,2.44,136,8,11.44,13.5,,,5.44,4.0,0.7647058823529411,0.0,6.294117647058823,2.6666666666666665,0.8411214953271028,3.375,2.102803738317757,3.375,6.05607476635514,18.5625,0.7272727272727273,0.0,0.5806451612903226,14.11764705882353,1.4446227929373996,14.11764705882353,0.8709677419354839,2.549019607843137,0.8507223113964686,2.549019607843137,12.193548387096774,14.11764705882353,11.412520064205456,14.11764705882353,6.0,4.0,4.9375,4.0,6.2,2.55,0.4333868378812199,3.5294117647058827,2.032258064516129,3.5294117647058827
31227,777226,2025-07-06,668909,669373,Gavin Williams,Tarik Skubal,114,116,CLE,DET,2025.0,2025.0,0,0,regular,regular,17,17,17,17,5,10,5,10,4,2,3.86,2.15,0,0,0,0,86.33333333333333,109.0,77,77,37,26,12,8,49,14,1.46,0.83,82,138,8.55,11.39,,,1.673469387755102,9.857142857142858,0.2941176470588235,0.5882352941176471,5.078431372549019,6.411764705882353,1.2509652509652511,0.6605504587155964,5.108108108108109,1.1559633027522935,8.027027027027028,6.357798165137615,0.5555555555555556,0.8333333333333334,4.106463878326996,1.9444444444444444,3.2447817836812143,2.158920539730135,1.520912547528517,0.9567901234567902,1.3282732447817835,0.7646176911544228,5.475285171102661,10.833333333333334,7.685009487666034,12.14392803598201,1.0666666666666669,5.571428571428571,1.5,10.0,5.26,6.48,1.0246679316888043,0.5397301349325337,5.133079847908745,1.9444444444444444
31228,777224,2025-07-06,665795,605540,Edward Cabrera,Brandon Woodruff,146,158,MIA,MIL,2025.0,,0,0,regular,regular,14,0,14,0,2,0,3,0,2,0,3.41,0.0,0,0,0,0,71.33333333333333,0.0,61,0,27,0,8,0,30,0,1.28,0.0,75,0,9.46,0.0,,,2.5,0.0,0.1428571428571428,0.0,5.095238095238095,0.0,1.0093457943925237,0.0,3.785046728971962,0.0,7.696261682242991,0.0,0.6,0.0,2.142857142857143,0.0,2.125984251968504,0.0,1.031746031746032,0.0,1.141732283464567,0.0,9.642857142857142,0.0,9.744094488188978,0.0,2.4545454545454546,0.0,2.894736842105264,0.0,5.04,,0.7086614173228347,0.0,3.928571428571429,0.0
31229,777220,2025-07-06,657746,656876,Joe Ryan,Drew Rasmussen,142,139,MIN,TB,2025.0,2025.0,0,0,regular,regular,17,17,16,17,9,4,8,7,4,5,2.75,2.78,0,0,0,0,98.33333333333331,87.33333333333333,66,66,30,27,11,9,20,21,0.87,1.0,108,74,9.88,7.63,,,5.4,3.523809523809524,0.5625,0.2352941176470588,6.145833333333332,5.137254901960784,1.0067796610169493,0.9274809160305344,1.830508474576272,2.1641221374045805,6.040677966101696,6.801526717557253,0.6666666666666666,0.5833333333333334,2.3920265780730894,4.481327800829876,2.284263959390863,2.5911708253358925,0.8305647840531561,1.3278008298755188,0.8460236886632826,0.9596928982725528,9.568106312292358,6.721991701244814,9.898477157360404,7.255278310940499,4.0,2.25,4.642857142857143,3.5,6.0200000000000005,4.819999999999999,0.7614213197969543,0.8637236084452975,2.3920265780730894,2.987551867219917
31230,777216,2025-07-06,606965,608331,Chris Devenski,Max Fried,121,147,NYM,NYY,2025.0,2025.0,0,0,regular,regular,5,18,0,18,0,13,0,10,0,2,3.38,2.13,0,0,1,0,5.333333333333333,114.0,4,84,2,27,0,9,1,23,0.94,0.94,5,106,8.44,8.37,,,5.0,4.608695652173913,0.0,0.7222222222222222,0.0,6.333333333333333,0.0,0.7105263157894737,1.6875,1.8157894736842104,6.75,6.631578947368421,0.0,0.8333333333333334,0.0,3.0,0.0,3.0434782608695654,0.0,0.9393939393939394,0.0,0.9661835748792272,0.0,7.909090909090909,0.0,8.55072463768116,0.0,5.8,0.0,4.916666666666667,,6.6,0.0,0.8695652173913044,0.0,1.3636363636363635
31231,777219,2025-07-06,571510,607200,Matthew Boyd,Erick Fedde,112,138,CHC,STL,2025.0,2025.0,0,0,regular,regular,17,17,17,17,12,6,8,3,3,8,2.65,4.56,0,0,0,0,98.66666666666666,92.66666666666666,85,91,29,47,10,10,22,41,1.08,1.42,87,57,7.94,5.54,,,3.954545454545455,1.3902439024390243,0.7058823529411765,0.3529411764705882,5.803921568627451,5.450980392156862,0.9121621621621624,0.971223021582734,2.006756756756757,3.982014388489209,7.753378378378379,8.838129496402878,0.7272727272727273,0.2727272727272727,1.8,6.923076923076923,2.588832487309645,4.533582089552239,0.8333333333333334,1.8803418803418803,0.9137055837563453,1.436567164179105,5.1,5.0,7.614213197969544,6.044776119402986,2.833333333333333,1.0833333333333333,5.555555555555555,1.8,6.0,4.68,0.9137055837563453,1.1753731343283584,1.8,4.615384615384616
31232,777215,2025-07-06,801403,681343,Chase Dollander,Shane Smith,115,145,COL,CWS,2025.0,2025.0,0,0,regular,regular,14,16,14,16,3,4,2,3,9,6,6.65,3.86,0,0,0,0,65.0,79.33333333333334,69,69,48,34,15,6,29,35,1.51,1.31,50,74,6.92,8.39,,,1.7241379310344829,2.1142857142857143,0.2142857142857142,0.25,4.642857142857143,4.958333333333334,2.076923076923077,0.6806722689075629,4.015384615384615,3.970588235294117,9.553846153846154,7.827731092436974,0.1818181818181818,0.3333333333333333,7.633928571428572,7.149532710280375,6.369863013698629,5.131578947368421,1.6964285714285716,1.7757009345794394,1.4840182648401825,1.513157894736842,4.419642857142858,8.41121495327103,5.9589041095890405,9.473684210526317,1.375,1.6666666666666667,1.318181818181818,2.0869565217391304,4.48,4.279999999999999,1.4383561643835614,0.986842105263158,3.2142857142857144,5.046728971962617
31233,777206,2025-07-06,686218,687473,Emmet Sheehan,Ryan Gusto,119,117,LAD,HOU,2025.0,2025.0,0,0,regular,regular,1,18,1,11,0,1,0,5,0,3,2.25,4.9,0,0,0,0,4.0,64.33333333333334,3,73,1,35,0,10,0,23,0.75,1.49,6,71,13.5,9.93,,,0.0,3.0869565217391304,0.0,0.0909090909090909,4.0,5.8484848484848495,0.0,1.398963730569948,0.0,3.2176165803108803,6.75,10.21243523316062,0.0,0.625,2.25,4.814814814814815,2.25,5.424107142857143,0.75,1.4403292181069958,0.75,1.5848214285714286,13.5,10.74074074074074,13.5,10.245535714285715,0.0,4.142857142857143,0.0,3.1875,4.0,4.86,0.0,1.40625,0.0,2.592592592592593
31234,777218,2025-07-06,543101,547179,Anthony DeSclafani,Michael Lorenzen,109,118,AZ,KC,2025.0,2025.0,0,0,regular,regular,4,17,0,17,0,6,0,4,0,8,4.82,4.95,1,0,0,0,9.333333333333334,92.66666666666669,9,99,5,51,3,17,2,28,1.18,1.37,9,78,8.68,7.58,,,4.5,2.7857142857142856,0.0,0.3529411764705882,0.0,5.450980392156864,2.892857142857143,1.6510791366906472,1.9285714285714284,2.719424460431654,8.678571428571429,9.615107913669062,0.0,0.3333333333333333,0.0,4.754716981132075,0.0,5.711538461538462,0.0,1.2075471698113207,0.0,1.4038461538461535,0.0,8.150943396226415,0.0,7.788461538461538,0.0,3.0,0.0,3.2142857142857144,,5.3,0.0,1.5576923076923077,0.0,2.7169811320754715
31235,777205,2025-07-06,669923,694973,George Kirby,Paul Skenes,136,134,SEA,PIT,2025.0,2025.0,0,0,regular,regular,8,18,8,18,3,12,2,4,4,7,4.85,2.03,0,0,0,0,42.66666666666666,111.0,41,72,23,25,7,5,9,30,1.17,0.92,41,115,8.65,9.32,,,4.555555555555555,3.8333333333333335,0.375,0.6666666666666666,5.333333333333332,6.166666666666667,1.4765625000000002,0.4054054054054054,1.8984375000000004,2.4324324324324325,8.648437500000002,5.837837837837838,0.3333333333333333,0.3636363636363636,3.103448275862069,1.9852941176470589,4.90521327014218,1.4657980456026056,0.8620689655172413,1.0661764705882353,1.1848341232227488,0.9120521172638436,9.310344827586206,9.926470588235292,8.744075829383887,9.96742671009772,6.0,2.727272727272727,4.555555555555555,3.7777777777777777,5.8,5.44,1.4928909952606635,0.1465798045602605,1.5517241379310345,3.6397058823529407
31237,777207,2025-07-06,688158,683004,David Morgan,Jack Leiter,135,140,SD,TEX,2025.0,2025.0,0,0,regular,regular,14,14,0,14,0,3,0,4,1,5,2.08,4.29,0,0,0,0,17.333333333333332,71.33333333333333,10,61,4,34,2,9,7,32,0.98,1.3,20,58,10.38,7.32,,,2.857142857142857,1.8125,0.0,0.2142857142857142,0.0,5.095238095238095,1.0384615384615383,1.1355140186915889,3.634615384615385,4.037383177570094,5.1923076923076925,7.696261682242991,0.0,0.4444444444444444,0.0,5.578512396694215,0.0,4.285714285714286,0.0,1.5289256198347108,0.0,1.3333333333333333,0.0,8.181818181818182,0.0,7.371428571428571,0.0,2.4444444444444446,0.0,1.72,,4.84,0.0,1.2,0.0,3.347107438016529
67826,777210,2025-07-06,682052,806185,Jacob Lopez,Hayden Birdsong,133,137,ATH,SF,2025.0,2025.0,0,0,regular,regular,12,19,8,8,4,1,2,3,4,3,3.88,4.3,0,0,0,3,46.333333333333336,60.66666666666667,44,57,20,29,7,9,18,28,1.34,1.4,56,62,10.88,9.2,,,3.111111111111111,2.2142857142857144,0.5,0.125,5.791666666666667,7.583333333333334,1.359712230215827,1.335164835164835,3.4964028776978417,4.153846153846153,8.546762589928058,8.456043956043956,0.3333333333333333,0.5,1.379310344827586,7.702702702702703,3.6986301369863015,5.686813186813187,1.0344827586206895,1.7117117117117118,1.3150684931506849,1.510989010989011,10.344827586206897,8.91891891891892,10.356164383561644,9.148351648351648,3.75,1.375,3.0,2.055555555555556,5.220000000000001,4.44,0.9863013698630136,1.2362637362637363,2.758620689655172,6.486486486486487
31390,777209,2025-07-07,690916,596295,Richard Fitts,Austin Gomber,111,115,BOS,COL,2025.0,2025.0,0,0,regular,regular,7,4,7,4,2,0,0,0,3,1,4.5,5.49,0,0,0,0,28.0,19.666666666666668,26,26,14,12,7,4,9,4,1.25,1.53,22,6,7.07,2.75,,,2.4444444444444446,1.5,0.2857142857142857,0.0,4.0,4.916666666666667,2.25,1.830508474576271,2.892857142857143,1.830508474576271,8.357142857142858,11.89830508474576,0.0,0.0,4.5,5.625,4.5,5.625,1.1875,1.5625,1.25,1.5625,7.875,2.8125,7.071428571428571,2.8125,2.8,1.5,2.4444444444444446,1.5,3.2,4.8,2.25,1.875,2.8125,1.875
31391,777208,2025-07-07,663903,676083,Brady Singer,Janson Junk,113,146,CIN,MIA,2025.0,2025.0,0,0,regular,regular,17,8,17,3,6,1,7,2,6,1,4.36,3.62,0,1,0,0,88.66666666666666,37.333333333333336,81,40,43,15,10,1,38,2,1.34,1.12,80,33,8.12,7.96,,,2.1052631578947367,16.5,0.3529411764705882,0.3333333333333333,5.215686274509803,12.444444444444445,1.0150375939849623,0.2410714285714285,3.8571428571428577,0.4821428571428571,8.221804511278197,9.642857142857142,0.5384615384615384,0.6666666666666666,3.6,5.070422535211268,4.949083503054991,5.070422535211268,1.36,1.3380281690140845,1.5071283095723016,1.3380281690140845,9.72,8.23943661971831,7.698574338085541,8.23943661971831,2.25,0.0,1.75,0.0,5.0,4.733333333333333,0.9164969450101834,0.6338028169014085,4.32,0.0
31392,777211,2025-07-07,672456,669358,Keider Montero,Shane Baz,116,139,DET,TB,2025.0,2025.0,0,0,regular,regular,11,17,6,17,1,7,3,8,1,3,4.02,4.33,0,0,0,0,55.99999999999999,97.66666666666666,58,86,25,47,11,16,20,36,1.39,1.25,39,97,6.27,8.94,,,1.95,2.6944444444444446,0.1666666666666666,0.4117647058823529,9.333333333333332,5.745098039215685,1.767857142857143,1.4744027303754268,3.214285714285715,3.3174061433447104,9.321428571428571,7.924914675767919,0.75,0.7272727272727273,1.7716535433070868,3.1528662420382165,2.960526315789474,4.105263157894737,1.3385826771653544,1.0509554140127388,1.4144736842105263,1.2456140350877194,4.251968503937008,10.605095541401274,5.921052631578948,9.0,1.0,2.8461538461538463,1.5384615384615383,2.590909090909091,5.08,6.279999999999999,1.1842105263157896,1.736842105263158,4.251968503937008,3.726114649681529
31393,777202,2025-07-07,676467,676440,Colton Gordon,Tanner Bibee,117,114,HOU,CLE,2025.0,2025.0,0,0,regular,regular,9,17,9,17,1,7,3,4,1,9,4.37,4.2,0,0,0,0,45.33333333333333,98.66666666666666,57,92,22,46,9,15,7,30,1.41,1.24,41,87,8.14,7.94,,,5.857142857142857,2.9,0.1111111111111111,0.4117647058823529,5.037037037037036,5.803921568627451,1.786764705882353,1.3682432432432434,1.3897058823529411,2.736486486486487,11.316176470588236,8.391891891891893,0.75,0.3076923076923077,3.2142857142857144,4.948453608247423,4.45945945945946,4.186046511627906,1.4682539682539684,1.2371134020618555,1.4414414414414416,1.1960132890365447,7.5,9.58762886597938,8.31081081081081,8.820598006644518,5.25,4.428571428571429,5.857142857142857,4.214285714285714,5.04,5.82,1.8243243243243243,0.8970099667774086,1.4285714285714286,2.164948453608248
31394,777201,2025-07-07,642547,808967,Freddy Peralta,Yoshinobu Yamamoto,158,119,MIL,LAD,2025.0,2025.0,0,0,regular,regular,18,17,18,17,7,10,9,8,4,6,2.91,2.51,0,0,0,0,99.0,96.66666666666669,73,66,32,27,12,9,35,32,1.09,1.01,104,109,9.45,10.15,,,2.9714285714285715,3.40625,0.3888888888888889,0.5882352941176471,5.5,5.686274509803923,1.0909090909090908,0.8379310344827584,3.1818181818181817,2.979310344827585,6.636363636363637,6.144827586206896,0.6923076923076923,0.5714285714285714,2.892857142857143,2.862190812720848,3.5526315789473686,3.72972972972973,0.7857142857142857,1.060070671378092,1.1466165413533835,1.0990990990990992,9.321428571428571,10.17667844522968,9.473684210526317,9.72972972972973,4.833333333333333,3.555555555555556,2.8,3.1578947368421053,5.6,5.66,1.1842105263157896,1.135135135135135,1.9285714285714288,2.862190812720848
31395,777204,2025-07-07,702070,571760,Noah Cameron,Andrew Heaney,118,134,KC,PIT,2025.0,2025.0,0,0,regular,regular,10,17,10,17,5,7,2,4,4,7,2.56,4.16,0,0,0,0,56.33333333333333,93.0,38,81,16,43,6,14,19,31,1.01,1.2,43,71,6.87,6.87,,,2.263157894736842,2.290322580645161,0.5,0.4117647058823529,5.633333333333333,5.470588235294118,0.9585798816568049,1.3548387096774193,3.035502958579882,3.0,6.071005917159764,7.838709677419355,0.3333333333333333,0.3636363636363636,4.97872340425532,6.183206106870228,2.6666666666666665,4.980916030534352,1.3617021276595744,1.2595419847328242,1.0555555555555556,1.297709923664122,9.191489361702128,8.244274809160304,7.166666666666667,6.354961832061069,2.6666666666666665,3.4285714285714284,2.263157894736842,2.055555555555556,4.7,5.24,1.0,1.717557251908397,3.4468085106382977,2.4045801526717554
31396,777212,2025-07-07,680732,621244,Sean Burke,José Berríos,145,141,CWS,TOR,2025.0,2025.0,0,0,regular,regular,17,18,14,18,7,11,4,4,7,3,4.03,3.64,0,0,0,0,87.0,106.33333333333334,84,95,39,43,13,13,38,37,1.4,1.24,73,92,7.55,7.79,,,1.921052631578948,2.4864864864864864,0.5,0.6111111111111112,6.214285714285714,5.907407407407408,1.3448275862068966,1.1003134796238243,3.931034482758621,3.131661442006269,8.689655172413794,8.040752351097177,0.3636363636363636,0.5714285714285714,3.76425855513308,3.763066202090592,3.3139534883720936,3.5813148788927336,1.3688212927756656,1.2195121951219512,1.492248062015504,1.1418685121107266,9.923954372623577,6.898954703832752,8.197674418604652,7.318339100346021,3.2222222222222223,3.142857142857143,1.6785714285714286,2.9375,5.26,5.74,1.0465116279069768,0.7785467128027682,3.0798479087452475,2.195121951219512
31397,777203,2025-07-07,506433,668678,Yu Darvish,Zac Gallen,135,109,SD,AZ,,2025.0,0,0,regular,regular,0,18,0,18,0,6,0,6,0,9,0.0,5.45,0,0,0,0,0.0,104.0,0,100,0,63,0,20,0,42,0.0,1.37,0,98,0.0,8.48,,,0.0,2.333333333333333,0.0,0.3333333333333333,0.0,5.777777777777778,0.0,1.7307692307692308,0.0,3.6346153846153846,0.0,8.653846153846153,0.0,0.4,0.0,6.428571428571429,0.0,6.496478873239436,0.0,1.4965986394557824,0.0,1.5316901408450705,0.0,8.571428571428571,0.0,7.764084507042253,0.0,3.111111111111111,0.0,2.333333333333333,,5.88,0.0,2.218309859154929,0.0,2.7551020408163267
31398,777199,2025-07-07,694738,650911,Landen Roupp,Cristopher Sánchez,137,143,SF,PHI,2025.0,2025.0,0,0,regular,regular,17,17,17,17,7,11,6,7,5,2,3.48,2.68,0,0,0,0,85.33333333333334,100.66666666666666,88,86,33,30,8,7,38,28,1.48,1.13,78,108,8.23,9.66,,,2.0526315789473686,3.857142857142857,0.4117647058823529,0.6470588235294118,5.019607843137256,5.92156862745098,0.8437499999999999,0.6258278145695365,4.007812499999999,2.503311258278146,9.281249999999998,7.6887417218543055,0.5454545454545454,0.7777777777777778,4.439461883408072,1.8,2.5506072874493926,2.596153846153846,1.7937219730941705,0.8,1.45748987854251,1.0897435897435896,6.860986547085202,8.742857142857142,7.105263157894736,9.23076923076923,1.0625,17.0,1.625,4.571428571428571,4.46,7.0,0.5465587044534412,0.4326923076923076,6.457399103139013,0.5142857142857142
31399,777200,2025-07-07,579328,594798,Yusei Kikuchi,Jacob deGrom,108,140,LAA,TEX,2025.0,2025.0,0,0,regular,regular,18,17,18,17,8,10,3,9,6,2,2.81,2.13,0,0,0,0,102.33333333333331,101.33333333333334,94,69,32,24,11,10,46,21,1.37,0.89,106,100,9.32,8.88,,,2.3043478260869565,4.761904761904762,0.4444444444444444,0.5882352941176471,5.685185185185184,5.96078431372549,0.96742671009772,0.888157894736842,4.045602605863193,1.865131578947368,8.267100977198698,6.12828947368421,0.3333333333333333,0.8181818181818182,2.0,1.6875,2.1761658031088085,1.8541996830427887,0.9206349206349206,0.6875,1.3471502590673576,0.8240887480190174,12.285714285714286,9.5625,10.414507772020723,9.1283676703645,7.166666666666667,8.5,2.576923076923077,5.333333333333333,6.3,6.4,0.7772020725388601,0.7131537242472266,1.7142857142857142,1.125
31681,777196,2025-07-08,678394,607536,Brayan Bello,Kyle Freeland,111,115,BOS,COL,2025.0,2025.0,0,0,regular,regular,14,16,13,16,7,8,4,1,3,9,3.42,5.49,0,0,0,0,76.33333333333334,83.66666666666666,72,112,29,51,8,9,33,20,1.38,1.58,55,61,6.48,6.56,,,1.6666666666666667,3.05,0.5384615384615384,0.5,5.871794871794872,5.229166666666666,0.9432314410480348,0.9681274900398408,3.890829694323144,2.1513944223107573,8.489082969432314,12.04780876494024,0.5714285714285714,0.1,2.893890675241157,4.804270462633451,3.822393822393823,5.324427480916031,1.2218649517684887,1.387900355871886,1.5830115830115832,1.6793893129770994,6.655948553054662,5.444839857651245,6.94980694980695,6.526717557251908,2.3,2.4285714285714284,1.6,2.375,6.220000000000001,5.62,0.694980694980695,1.202290076335878,2.893890675241157,2.241992882562277
31682,777197,2025-07-08,607259,691587,Nick Martinez,Eury Pérez,113,146,CIN,MIA,2025.0,2025.0,0,0,regular,regular,19,5,17,5,8,1,6,1,8,2,4.2,4.5,0,0,1,0,100.66666666666669,22.0,97,15,47,11,14,1,21,11,1.17,1.18,71,21,6.35,8.59,,,3.380952380952381,1.9090909090909087,0.4705882352941176,0.2,5.921568627450982,4.4,1.2516556291390726,0.4090909090909091,1.877483443708609,4.5,8.672185430463575,6.136363636363637,0.4285714285714285,0.3333333333333333,5.583941605839415,4.647887323943662,4.53125,4.647887323943662,1.3503649635036494,1.220657276995305,1.2152777777777777,1.220657276995305,7.554744525547445,8.873239436619718,5.9375,8.873239436619718,3.8333333333333335,1.9090909090909087,3.8,1.9090909090909087,5.48,4.26,1.5625,0.4225352112676056,1.970802919708029,4.647887323943662
31683,777198,2025-07-08,687064,605280,Brandon Young,Clay Holmes,110,121,BAL,NYM,2025.0,2025.0,0,0,regular,regular,4,17,4,17,0,6,0,8,3,4,7.02,2.99,0,0,0,0,16.666666666666668,93.33333333333334,22,77,13,31,2,11,11,39,1.98,1.24,15,76,8.1,7.33,,,1.3636363636363635,1.948717948717949,0.0,0.3529411764705882,4.166666666666667,5.4901960784313735,1.0799999999999998,1.0607142857142855,5.94,3.760714285714285,11.88,7.424999999999999,0.0,0.6666666666666666,7.222222222222222,2.845849802371541,7.222222222222222,3.081081081081081,2.037037037037037,1.5019762845849802,2.037037037037037,1.2432432432432432,8.333333333333334,6.047430830039525,8.333333333333334,6.0,1.3636363636363635,1.0625,1.3636363636363635,1.4230769230769231,4.05,5.0600000000000005,1.1111111111111112,1.7837837837837838,6.111111111111112,5.691699604743083
