Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
13,Cincinnati Reds1.9,TEX0.9,MIN1.7,COL-0.6,HOU0.6,CLE0.2,TEX-0.2,BAL0.1,TEX0.3,BAL1.1,NYY-0.2,TOR0.5,MIL0.2,TBR0.4,TBR-0.1,SFG-0.2
14,Minnesota Twins1.9,TBR0.0,WSN1.7,DET-0.8,STL0.5,MIN0.0,MIN-0.2,SEA-0.1,TBR0.3,CHC1.0,MIA-0.4,KCR0.3,DET0.2,MIA0.4,CLE-0.2,HOU-0.2
15,Toronto Blue Jays1.3,MIL-0.5,MIL1.4,CHC-0.8,SFG0.5,HOU-0.2,BAL-0.3,CLE-0.1,DET0.1,NYY0.9,LAA-0.4,PIT0.3,SFG0.1,SDP0.3,NYM-0.2,CIN-0.2
16,Atlanta Braves1.2,STL-0.7,ARI0.5,CLE-0.9,MIL-1.0,NYY-0.2,MIL-0.3,MIA-0.2,NYY-0.1,PHI0.9,COL-0.5,NYM0.2,MIA-0.1,CIN0.2,MIL-0.2,TEX-0.2
17,Seattle Mariners0.6,ATL-0.8,ATL0.3,STL-0.9,MIN-1.2,ARI-0.2,LAA-0.4,MIN-0.3,SEA-0.1,PIT0.6,TBR-0.6,TBR0.2,WSN-0.1,HOU0.1,CIN-0.2,STL-0.3
18,San Diego Padres0.6,TOR-0.9,TOR0.2,CHW-1.1,BAL-1.3,MIA-0.2,ATH-0.6,ATL-0.3,CHW-0.2,TOR0.1,CIN-0.6,SDP0.1,MIN-0.3,MIL0.0,MIN-0.3,BAL-0.3
19,St. Louis Cardinals-0.2,CLE-1.0,STL0.1,ATL-1.1,CIN-1.7,PHI-0.2,KCR-0.7,ATH-0.3,CHC-0.2,STL0.1,ARI-0.6,LAA-0.1,CIN-0.3,STL0.0,PIT-0.4,SEA-0.4
20,Kansas City Royals-0.7,ARI-1.0,CLE-0.1,TOR-1.1,ATH-2.6,TBR-0.3,SDP-0.9,HOU-0.5,STL-0.3,MIA0.0,PHI-0.7,DET-0.1,TOR-0.6,TOR-0.9,SFG-0.4,MIL-0.4
21,Milwaukee Brewers-1.5,LAA-1.4,TBR-0.2,BAL-1.4,CLE-2.7,PIT-0.3,BOS-1.0,PIT-0.5,NYM-0.4,BOS0.0,ATH-0.7,MIL-0.2,BAL-0.6,ATH-1.1,SDP-0.9,ATH-0.4
22,Pittsburgh Pirates-3.0,CHC-2.0,SFG-0.6,ARI-1.5,PHI-2.7,ATH-0.5,SFG-1.0,SDP-0.6,PIT-0.4,SDP-0.4,BAL-0.8,BAL-0.3,LAA-0.7,LAA-1.2,WSN-0.9,LAA-0.4
23,Cleveland Guardians-3.7,WSN-2.6,CHC-1.2,MIA-1.5,WSN-2.8,LAA-0.6,WSN-1.2,PHI-0.8,WSN-0.4,ATL-0.5,TOR-0.8,ATL-0.4,CHW-0.9,ATL-1.3,LAA-0.9,PIT-0.5
24,Washington Nationals-5.4,BOS-2.6,SEA-1.7,SEA-1.6,SDP-2.8,SDP-0.7,SEA-1.4,CHW-0.8,MIL-0.7,MIN-0.6,HOU-1.0,WSN-0.5,STL-1.0,BAL-1.7,KCR-1.0,PHI-0.5
25,Los Angeles Angels-6.1,SEA-3.3,BOS-2.0,MIL-1.9,MIA-4.0,TEX-0.7,PIT-1.5,WSN-0.9,PHI-0.7,SFG-0.7,ATL-1.2,ARI-0.6,SEA-1.3,CLE-2.1,TOR-1.0,MIN-0.6
26,Baltimore Orioles-6.1,LAD-4.0,LAD-2.2,LAD-1.9,LAA-4.7,KCR-0.7,HOU-1.7,BOS-1.1,MIN-0.8,DET-0.7,KCR-1.3,ATH-0.7,PHI-1.3,PIT-2.6,MIA-1.0,KCR-0.7
27,Chicago White Sox-7.4,BAL-4.8,ATH-2.2,TEX-2.4,KCR-5.3,BAL-1.0,CIN-1.7,CIN-1.2,MIA-1.1,COL-1.1,CHW-1.3,PHI-0.8,PIT-1.5,PHI-2.8,TEX-1.1,CHW-0.8
28,Athletics-8.9,MIA-5.3,BAL-3.4,LAA-3.2,PIT-5.6,SFG-1.0,MIA-1.8,LAA-1.2,CIN-1.3,CHW-1.1,PIT-1.4,CHW-0.9,COL-1.7,CHW-3.1,COL-1.2,CLE-1.1
29,Miami Marlins-9.3,COL-6.2,MIA-3.8,ATH-4.0,CHW-8.6,COL-1.1,CHW-1.9,KCR-1.4,LAA-1.3,CLE-1.2,LAD-1.5,COL-1.8,CLE-1.8,KCR-3.5,HOU-1.2,COL-1.2
30,Colorado Rockies-18.9,ATH-6.3,COL-5.5,WSN-4.3,COL-12.7,WSN-1.4,COL-2.1,COL-2.4,ATH-1.7,MIL-1.8,SDP-1.6,CLE-2.0,KCR-2.5,COL-4.0,CHW-1.2,SDP-1.2
AVG,0.0,-0.0,0.8,-0.8,0.0,0.1,-0.3,-0.1,0.2,0.5,-0.2,0.3,0.0,0.1,-0.2,-0.3
