Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
20,San Diego Padres0.3,ATL-1.6,TBR0.0,CHW-1.3,PHI-2.3,PHI-0.3,SDP-0.9,SDP-0.4,WSN-0.2,TOR0.1,ATH-0.6,LAA-0.1,TOR-0.5,MIL-0.3,SFG-0.6,SEA-0.4
21,Milwaukee Brewers-1.4,CHC-2.0,CLE-0.1,STL-1.4,ATH-2.4,LAA-0.4,WSN-1.0,CHW-0.6,STL-0.2,SDP-0.2,BAL-0.8,MIL-0.3,LAA-0.6,ATH-0.8,WSN-0.8,PIT-0.4
22,Pittsburgh Pirates-2.9,LAA-2.1,ATL-0.2,ATL-1.5,BAL-2.4,MIA-0.5,BOS-1.0,ATH-0.6,NYM-0.2,ATL-0.2,ARI-0.8,BAL-0.3,BAL-0.7,LAA-1.0,LAA-0.8,ATH-0.4
23,Cleveland Guardians-3.5,WSN-2.2,CHC-0.8,LAD-1.5,SDP-2.8,ATH-0.5,PIT-1.4,HOU-0.7,PIT-0.6,MIN-0.2,PHI-0.9,ATL-0.4,CHW-0.8,ATL-1.8,SDP-0.9,LAA-0.4
24,Washington Nationals-4.5,SEA-2.7,SEA-1.3,BAL-1.8,CLE-2.8,TEX-0.7,CIN-1.4,PHI-0.8,PHI-0.7,BOS-0.3,CHW-1.0,WSN-0.4,STL-1.0,BAL-1.8,KCR-0.9,MIN-0.5
25,Chicago White Sox-5.8,LAD-3.4,LAD-1.9,ARI-1.8,PIT-3.9,KCR-0.7,SEA-1.5,CIN-1.0,MIN-0.8,DET-0.6,PIT-1.2,PHI-0.7,PHI-1.0,PIT-1.9,TOR-1.0,PHI-0.5
26,Los Angeles Angels-6.4,BOS-3.9,ATH-2.8,MIL-2.1,LAA-4.3,SFG-0.9,CHW-1.5,WSN-1.0,MIL-0.9,CHW-0.8,ATL-1.2,ATH-0.7,PIT-1.1,CLE-2.6,CHW-1.0,KCR-0.7
27,Baltimore Orioles-7.1,MIA-4.4,BOS-2.9,TEX-2.7,MIA-4.4,SDP-1.0,SFG-1.6,BOS-1.0,MIA-0.9,COL-1.0,LAD-1.3,ARI-0.9,SEA-1.3,PHI-2.6,HOU-1.1,CHW-0.7
28,Miami Marlins-8.8,BAL-4.7,BAL-2.9,LAA-3.8,KCR-4.7,COL-1.1,HOU-1.7,LAA-1.3,CIN-1.2,CLE-1.1,KCR-1.3,CHW-1.0,COL-1.6,CHW-2.8,MIA-1.1,COL-1.1
29,Athletics-9.0,COL-6.0,MIA-3.4,ATH-3.8,CHW-7.0,BAL-1.2,COL-1.8,KCR-1.5,LAA-1.4,SFG-1.4,HOU-1.3,COL-1.8,CLE-2.0,KCR-3.2,COL-1.3,SDP-1.1
30,Colorado Rockies-17.5,ATH-6.6,COL-6.1,WSN-4.2,COL-11.5,WSN-1.3,MIA-1.8,COL-2.1,ATH-1.6,MIL-1.7,SDP-1.6,CLE-2.3,KCR-2.2,COL-3.4,TEX-1.3,CLE-1.1
AVG,-0.0,-0.0,0.8,-0.8,0.0,0.1,-0.2,-0.1,0.1,0.5,-0.2,0.2,0.0,0.1,-0.2,-0.3
