Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
13,Arizona Diamondbacks1.5,MIL0.1,LAA1.5,BOS-0.6,HOU0.4,MIN0.2,BAL-0.1,BAL-0.1,WSN0.1,CIN0.9,MIL0.1,TBR0.5,MIL0.1,SDP0.6,MIN0.0,CIN-0.2
14,Kansas City Royals1.2,TEX0.1,WSN1.3,TBR-0.6,MIN0.2,CLE0.0,MIN-0.1,SDP-0.1,CHC0.1,TEX0.9,TOR-0.3,STL0.4,TEX0.1,ARI0.2,STL0.0,DET-0.2
15,Seattle Mariners0.8,TOR0.0,SFG1.0,CIN-0.8,TEX-0.4,ARI-0.1,LAA-0.2,SEA-0.1,KCR0.1,BAL0.8,COL-0.4,SDP0.4,MIA-0.2,STL0.2,MIL-0.1,MIL-0.3
16,Atlanta Braves0.5,CLE0.0,SDP0.6,PHI-0.8,MIL-0.5,NYY-0.2,STL-0.2,PIT-0.2,NYY0.0,PIT0.8,LAA-0.4,DET0.3,WSN-0.2,MIA0.1,NYM-0.2,STL-0.3
17,San Diego Padres0.1,TBR-0.5,TOR0.4,STL-0.9,WSN-0.7,ATH-0.2,ATH-0.3,ATL-0.3,DET0.0,CHC0.7,TBR-0.5,PIT0.3,SFG-0.2,MIL0.1,CIN-0.2,BAL-0.3
18,St. Louis Cardinals-0.1,STL-1.0,CLE0.4,CHC-1.1,SDP-1.4,MIA-0.3,KCR-0.6,TEX-0.3,BAL0.0,TOR0.3,CIN-0.5,TEX0.1,ATL-0.3,HOU0.0,WSN-0.6,SEA-0.3
19,Cincinnati Reds-0.3,ARI-1.2,ARI0.2,SEA-1.2,SFG-1.6,LAA-0.3,TEX-0.6,MIN-0.4,SEA-0.2,STL0.2,MIA-0.5,NYM0.1,TOR-0.5,TOR-0.2,PIT-0.6,ATH-0.3
20,Texas Rangers-0.3,ATL-1.4,TBR0.1,ATL-1.3,PHI-1.7,HOU-0.4,SDP-0.7,CHW-0.5,STL-0.2,SDP0.0,ATH-0.5,WSN0.0,CIN-0.5,CIN-0.3,TBR-0.6,TEX-0.3
21,Milwaukee Brewers-0.4,CHC-1.7,ATL-0.1,LAD-1.3,BAL-1.8,PIT-0.4,SEA-1.2,PHI-0.5,CHW-0.2,MIN0.0,ARI-0.6,MIL-0.1,BAL-0.5,ATH-1.0,SFG-0.7,LAA-0.3
22,Cleveland Guardians-2.6,SEA-2.0,STL-0.1,CHW-1.3,ATH-2.0,KCR-0.6,HOU-1.3,MIA-0.5,NYM-0.6,ATL-0.2,PHI-0.7,BAL-0.4,LAA-0.7,LAA-1.6,SDP-0.7,SFG-0.4
23,Pittsburgh Pirates-3.6,LAA-2.6,CHC-0.6,PIT-1.4,CLE-2.6,TBR-0.6,WSN-1.4,WSN-0.6,PIT-0.6,MIA-0.2,BAL-0.7,LAA-0.5,CHW-0.8,BAL-1.6,LAA-0.7,PIT-0.4
24,Washington Nationals-3.8,BOS-2.7,SEA-0.8,ARI-1.5,CIN-3.0,PHI-0.6,PIT-1.4,HOU-0.6,PHI-0.6,BOS-0.6,PIT-1.0,ATL-0.6,PHI-0.8,PIT-1.9,KCR-1.0,PHI-0.4
25,Chicago White Sox-6.3,MIA-2.7,LAD-1.7,MIL-1.5,LAA-4.1,TEX-0.6,SFG-1.4,ATH-0.7,MIA-0.7,DET-0.7,ATL-1.0,ARI-0.7,STL-1.1,ATL-1.9,TOR-1.0,MIN-0.5
26,Los Angeles Angels-6.7,LAD-3.0,BOS-2.0,BAL-2.5,MIA-4.5,WSN-0.7,BOS-1.5,BOS-1.1,MIL-0.8,CHW-0.8,HOU-1.0,PHI-0.8,SEA-1.1,PHI-2.3,CHW-1.0,KCR-0.6
27,Baltimore Orioles-7.0,WSN-3.1,MIA-2.3,TEX-3.2,PIT-4.7,SFG-0.7,COL-1.6,LAA-1.2,CIN-1.0,COL-0.9,KCR-1.1,CHW-0.9,PIT-1.2,CLE-2.5,HOU-1.1,CHW-0.6
28,Miami Marlins-7.2,COL-4.9,ATH-2.3,LAA-4.1,KCR-4.9,SDP-0.8,CHW-1.6,CIN-1.3,MIN-1.2,SFG-1.2,CHW-1.1,ATH-1.0,COL-1.8,KCR-2.8,MIA-1.1,SDP-1.0
29,Athletics-8.5,BAL-5.2,BAL-2.6,ATH-4.2,CHW-7.0,BAL-0.9,MIA-1.7,KCR-1.4,LAA-1.2,CLE-1.2,LAD-1.3,COL-1.8,CLE-1.9,CHW-2.8,COL-1.2,CLE-1.0
30,Colorado Rockies-16.8,ATH-6.5,COL-5.8,WSN-4.4,COL-11.9,COL-1.1,CIN-2.0,COL-2.0,ATH-1.5,MIL-1.8,SDP-1.4,CLE-2.1,KCR-2.2,COL-4.0,TEX-1.2,COL-1.3
AVG,-0.0,-0.0,0.8,-0.8,-0.0,0.1,-0.3,-0.1,0.1,0.5,-0.1,0.2,0.0,0.1,-0.1,-0.3
