Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
18,Cincinnati Reds1.0,LAA-0.8,TOR0.3,CHW-1.1,CIN-1.6,HOU-0.3,ATH-0.5,MIN-0.3,NYY-0.2,MIA0.2,ARI-0.6,TBR0.3,CIN-0.2,MIL-0.3,CIN-0.2,BAL-0.3
19,Kansas City Royals-0.2,TOR-0.9,SFG0.3,TOR-1.2,BAL-1.8,ARI-0.3,KCR-0.6,PIT-0.4,CHC-0.2,STL0.0,LAA-0.6,SDP0.2,MIA-0.2,STL-0.3,SFG-0.4,SEA-0.4
20,St. Louis Cardinals-0.4,CLE-1.4,ATL-0.3,ARI-1.2,CLE-2.4,PIT-0.3,SDP-1.0,ATH-0.6,WSN-0.3,TOR0.0,BAL-0.7,LAA-0.1,TOR-0.6,TOR-0.7,PIT-0.5,MIL-0.4
21,Milwaukee Brewers-1.4,ATL-1.6,TBR-0.3,ATL-1.3,WSN-2.6,TBR-0.4,WSN-1.1,SDP-0.6,STL-0.3,ATL-0.2,TOR-0.7,MIL-0.3,BAL-0.6,ATH-1.2,KCR-0.9,ATH-0.4
22,Pittsburgh Pirates-2.6,BOS-2.3,CLE-0.4,SEA-1.4,ATH-2.9,ATH-0.5,BOS-1.1,CHW-0.7,PIT-0.3,BOS-0.2,ATH-0.7,ATL-0.3,LAA-0.7,ATL-1.3,WSN-1.0,LAA-0.4
23,Cleveland Guardians-3.8,CHC-2.6,SEA-1.3,BAL-1.5,PHI-3.0,TEX-0.6,SFG-1.2,PHI-0.8,NYM-0.4,SDP-0.3,HOU-0.9,BAL-0.4,CHW-1.0,LAA-1.4,MIA-1.0,PIT-0.5
24,Washington Nationals-5.3,WSN-2.7,CHC-1.5,MIA-1.6,SDP-3.1,LAA-0.6,SEA-1.3,HOU-0.8,MIL-0.6,DET-0.5,PHI-1.0,WSN-0.5,STL-1.1,BAL-1.7,SDP-1.0,MIN-0.6
25,Los Angeles Angels-5.9,SEA-2.8,BOS-2.0,LAD-1.7,MIA-3.8,KCR-0.7,PIT-1.4,WSN-0.9,PHI-0.7,MIN-0.5,ATL-1.2,ATH-0.7,SEA-1.3,CLE-2.0,TOR-1.0,PHI-0.6
26,Baltimore Orioles-6.6,LAD-4.2,LAD-2.5,MIL-2.1,KCR-4.9,SDP-0.8,HOU-1.6,CIN-1.2,MIN-0.8,SFG-0.9,KCR-1.2,ARI-0.8,PIT-1.3,PIT-2.2,LAA-1.0,KCR-0.7
27,Chicago White Sox-7.2,BAL-4.8,ATH-2.6,TEX-2.4,PIT-5.0,COL-1.0,CIN-1.7,BOS-1.3,MIA-1.0,COL-1.0,PIT-1.3,CHW-0.9,PHI-1.3,CHW-3.2,TEX-1.1,CHW-0.8
28,Miami Marlins-9.3,MIA-5.5,BAL-3.3,LAA-3.2,LAA-5.1,SFG-1.1,CHW-1.8,KCR-1.4,CIN-1.3,CHW-1.1,CHW-1.3,PHI-1.0,COL-1.6,PHI-3.3,COL-1.2,CLE-1.1
29,Athletics-9.9,ATH-7.0,MIA-3.9,WSN-4.3,CHW-8.4,BAL-1.3,MIA-1.8,LAA-1.4,LAA-1.4,CLE-1.2,LAD-1.5,COL-1.7,CLE-1.9,KCR-3.3,CHW-1.2,COL-1.2
30,Colorado Rockies-18.8,COL-7.1,COL-5.9,ATH-4.4,COL-11.7,WSN-1.4,COL-2.0,COL-2.2,ATH-1.7,MIL-1.6,SDP-1.7,CLE-1.9,KCR-2.4,COL-3.7,HOU-1.2,SDP-1.2
AVG,0.0,-0.0,0.8,-0.8,0.0,0.1,-0.3,-0.1,0.2,0.5,-0.2,0.3,0.0,0.1,-0.2,-0.3
