Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
14,Cincinnati Reds1.3,TBR0.3,WSN2.2,BOS-0.8,TEX0.0,MIN0.3,MIN-0.1,PIT-0.1,TEX0.1,CIN0.9,COL-0.3,TEX0.4,WSN0.0,ARI0.3,CLE-0.1,MIA-0.2
15,Atlanta Braves1.1,CLE0.1,MIL1.6,PIT-0.8,MIN-0.1,NYY0.0,LAA-0.2,TBR-0.1,DET0.0,CHC0.9,CIN-0.5,TBR0.3,MIN-0.1,SDP0.1,MIL-0.1,WSN-0.2
16,Texas Rangers0.9,MIL-0.4,STL0.6,TOR-1.1,SFG-1.0,ARI-0.1,BAL-0.3,CLE-0.1,NYY-0.1,ARI0.8,MIA-0.5,SDP0.3,MIL-0.1,MIA0.0,NYM-0.2,BAL-0.3
17,San Diego Padres0.8,TOR-0.7,ARI0.5,ATL-1.2,MIL-1.1,PHI-0.2,KCR-0.4,MIA-0.2,STL-0.1,PIT0.7,LAA-0.5,DET0.2,SFG-0.2,STL0.0,CIN-0.2,STL-0.3
18,St. Louis Cardinals0.5,ATL-0.7,ATL0.5,CHC-1.2,BAL-1.5,TBR-0.4,ATH-0.4,MIN-0.3,CHC-0.1,STL0.3,TBR-0.6,KCR0.2,MIA-0.2,HOU-0.2,TBR-0.3,SEA-0.3
19,Kansas City Royals0.1,STL-0.8,TOR0.4,STL-1.3,CIN-1.7,MIA-0.4,TEX-0.5,ATL-0.4,SEA-0.2,TOR0.2,TOR-0.6,NYM0.0,CIN-0.3,MIL-0.4,PIT-0.3,SFG-0.4
20,Seattle Mariners0.0,ARI-1.1,TBR0.4,CHW-1.3,PHI-2.5,PIT-0.4,BOS-0.9,SDP-0.5,WSN-0.2,MIA0.1,BAL-0.7,LAA-0.2,TOR-0.5,TOR-0.5,SFG-0.5,PIT-0.4
21,Milwaukee Brewers-1.5,LAA-1.2,SFG0.2,MIA-1.3,SDP-2.8,HOU-0.4,SDP-0.9,HOU-0.6,CHW-0.2,BOS-0.1,ATH-0.7,MIL-0.3,BAL-0.6,ATH-1.1,KCR-0.8,MIL-0.4
22,Pittsburgh Pirates-2.6,WSN-1.9,CLE0.2,BAL-1.5,WSN-2.9,TEX-0.5,WSN-1.1,CHW-0.6,NYM-0.3,SDP-0.2,ARI-0.8,WSN-0.4,LAA-0.7,LAA-1.4,LAA-0.9,LAA-0.4
23,Cleveland Guardians-2.9,CHC-2.7,CHC-1.6,LAD-1.6,ATH-2.9,ATH-0.5,SEA-1.3,ATH-0.6,PIT-0.3,ATL-0.3,PHI-0.9,ATL-0.4,CHW-0.9,ATL-1.6,SDP-0.9,ATH-0.5
24,Washington Nationals-4.8,SEA-3.3,SEA-1.6,ARI-1.7,CLE-3.0,LAA-0.6,PIT-1.5,PHI-0.9,PHI-0.7,MIN-0.4,CHW-1.1,BAL-0.4,STL-1.0,BAL-1.7,WSN-1.0,PHI-0.5
25,Los Angeles Angels-6.1,BOS-3.7,LAD-2.2,SEA-1.7,PIT-4.3,KCR-0.7,SFG-1.5,WSN-1.0,MIL-0.8,DET-0.6,HOU-1.2,ARI-0.6,SEA-1.2,PIT-2.0,TOR-1.0,MIN-0.6
26,Baltimore Orioles-6.1,LAD-3.8,ATH-2.9,MIL-2.0,KCR-4.6,SDP-0.8,HOU-1.5,BOS-1.1,MIA-0.9,CHW-0.8,ATL-1.3,ATH-0.6,PIT-1.2,CLE-2.8,COL-1.1,KCR-0.7
27,Chicago White Sox-6.4,BAL-4.6,BOS-2.9,TEX-2.6,MIA-4.6,COL-0.9,CHW-1.6,CIN-1.1,MIN-1.0,COL-0.9,KCR-1.3,PHI-0.8,PHI-1.2,CHW-2.9,CHW-1.1,CHW-0.7
28,Miami Marlins-9.4,MIA-4.8,BAL-3.1,LAA-3.5,LAA-4.9,SFG-1.1,CIN-1.6,LAA-1.3,CIN-1.2,SFG-1.0,PIT-1.3,CHW-0.9,COL-1.6,PHI-2.9,HOU-1.2,COL-1.1
29,Athletics-9.7,COL-6.6,MIA-3.5,ATH-3.9,CHW-7.5,BAL-1.2,MIA-1.8,KCR-1.4,LAA-1.5,CLE-1.2,LAD-1.4,COL-1.6,CLE-2.1,KCR-3.4,TEX-1.2,CLE-1.1
30,Colorado Rockies-17.8,ATH-6.8,COL-6.0,WSN-4.1,COL-11.2,WSN-1.5,COL-1.9,COL-2.3,ATH-1.7,MIL-1.7,SDP-1.7,CLE-2.2,KCR-2.3,COL-3.5,MIA-1.2,SDP-1.2
AVG,0.0,0.0,0.8,-0.8,0.0,0.1,-0.3,-0.1,0.1,0.5,-0.2,0.3,0.0,0.1,-0.2,-0.3
