Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
11,Arizona Diamondbacks1.8,NYY1.5,PIT2.1,CIN-0.3,ATL1.9,STL0.5,CLE0.1,BAL0.3,TBR0.3,PHI1.0,NYM0.2,TOR0.6,HOU0.3,LAD0.9,MIN0.0,ATL-0.1
12,Cincinnati Reds1.7,TEX1.2,LAA1.9,TBR-0.5,STL1.6,CHW0.4,STL0.1,SEA0.0,BAL0.2,NYY1.0,SFG0.2,STL0.5,TEX0.2,SFG0.7,ARI0.0,CIN-0.2
13,Boston Red Sox1.6,PIT1.0,MIN1.9,PHI-0.7,HOU0.1,MIN0.3,MIN-0.1,TBR-0.1,KCR0.2,TEX1.0,MIL0.0,TEX0.4,WSN0.0,ARI0.5,ATH0.0,TEX-0.2
14,San Francisco Giants1.5,CLE0.0,MIL1.8,BOS-1.0,TEX0.1,CLE0.2,MIL-0.1,TEX-0.1,TEX0.1,ARI0.9,LAA-0.2,TBR0.4,MIN-0.1,SDP0.1,MIL-0.1,MIA-0.2
15,Texas Rangers1.3,MIL-0.3,NYY1.6,PIT-1.1,MIN-0.3,NYY0.0,LAA-0.1,MIA-0.1,STL0.1,CHC0.8,COL-0.3,PIT0.4,ATL-0.1,MIA0.0,CLE-0.2,WSN-0.2
16,San Diego Padres1.3,TBR-0.4,STL0.6,CHC-1.1,MIL-1.0,ARI0.0,BAL-0.3,CLE-0.1,DET0.0,CIN0.8,TOR-0.4,DET0.3,MIL-0.1,CIN0.0,NYM-0.2,STL-0.3
17,Kansas City Royals0.5,TOR-1.2,ARI0.5,CHW-1.1,CIN-1.8,PHI-0.2,KCR-0.4,PIT-0.1,SEA0.0,PIT0.8,TBR-0.5,SDP0.3,MIA-0.2,HOU0.0,CIN-0.2,BAL-0.3
18,Atlanta Braves0.4,ARI-1.2,SFG0.3,MIA-1.2,SFG-1.8,PIT-0.2,ATH-0.4,MIN-0.3,NYY-0.1,STL0.3,CIN-0.5,KCR0.2,SFG-0.3,STL0.0,TBR-0.4,SEA-0.3
19,St. Louis Cardinals0.4,STL-1.2,TOR0.2,TOR-1.4,BAL-2.1,TBR-0.4,TEX-0.4,ATL-0.3,CHC-0.1,TOR0.1,MIA-0.6,NYM0.1,CIN-0.4,TOR-0.3,PIT-0.4,SFG-0.4
20,Seattle Mariners0.1,ATL-1.5,CLE0.2,ATL-1.4,PHI-2.5,MIA-0.4,SDP-0.8,SDP-0.5,WSN-0.2,MIA0.1,ARI-0.7,LAA-0.2,TOR-0.5,MIL-0.4,SFG-0.6,PIT-0.4
21,Milwaukee Brewers-1.3,LAA-1.7,TBR0.0,STL-1.7,SDP-2.6,HOU-0.4,WSN-1.0,CHW-0.6,CHW-0.2,SDP-0.2,BAL-0.7,MIL-0.3,BAL-0.6,ATH-1.1,KCR-0.8,MIL-0.4
22,Pittsburgh Pirates-3.2,WSN-1.8,ATL-0.1,LAD-1.7,WSN-2.7,LAA-0.5,BOS-1.1,HOU-0.6,NYM-0.3,ATL-0.2,ATH-0.7,WSN-0.4,LAA-0.7,LAA-1.1,WSN-0.9,ATH-0.4
23,Cleveland Guardians-3.6,CHC-2.1,CHC-1.1,BAL-1.7,ATH-3.3,TEX-0.6,SEA-1.4,ATH-0.8,PIT-0.4,BOS-0.2,PHI-0.9,ATL-0.5,CHW-0.8,BAL-1.8,SDP-0.9,LAA-0.4
24,Washington Nationals-4.5,SEA-3.3,SEA-1.5,ARI-1.8,CLE-3.6,ATH-0.6,PIT-1.5,PHI-0.9,PHI-0.7,MIN-0.5,CHW-1.1,BAL-0.5,STL-1.0,ATL-1.9,LAA-0.9,MIN-0.5
25,Chicago White Sox-5.2,BOS-3.8,LAD-2.2,SEA-1.9,PIT-4.2,KCR-0.7,CHW-1.5,WSN-1.0,MIL-0.8,DET-0.7,HOU-1.1,ARI-0.6,PIT-1.2,PIT-2.0,TOR-1.0,PHI-0.5
26,Los Angeles Angels-6.1,LAD-3.9,ATH-2.6,MIL-2.1,LAA-4.4,SDP-0.8,CIN-1.5,BOS-1.1,MIN-0.9,CHW-0.8,PIT-1.2,PHI-0.6,SEA-1.2,CHW-2.7,CHW-1.1,KCR-0.7
27,Baltimore Orioles-7.1,MIA-4.5,BOS-2.9,TEX-2.6,MIA-4.6,SFG-1.0,HOU-1.6,CIN-1.1,MIA-1.0,COL-0.9,ATL-1.3,ATH-0.7,PHI-1.2,PHI-2.7,HOU-1.1,CHW-0.7
28,Miami Marlins-9.1,BAL-5.0,MIA-3.3,ATH-3.3,KCR-4.8,COL-1.1,SFG-1.7,LAA-1.3,CIN-1.1,CLE-1.1,LAD-1.3,CHW-0.8,COL-1.6,CLE-3.0,COL-1.2,COL-1.1
29,Athletics-9.2,COL-5.9,BAL-3.3,LAA-3.6,CHW-7.2,BAL-1.3,MIA-1.8,KCR-1.5,LAA-1.5,SFG-1.2,KCR-1.4,COL-1.7,CLE-2.1,KCR-3.4,TEX-1.2,SDP-1.2
30,Colorado Rockies-17.5,ATH-5.9,COL-6.0,WSN-4.1,COL-11.6,WSN-1.4,COL-1.9,COL-2.3,ATH-1.7,MIL-1.5,SDP-1.7,CLE-2.5,KCR-2.2,COL-3.6,MIA-1.2,CLE-1.2
AVG,0.0,0.0,0.8,-0.8,-0.0,0.1,-0.3,-0.1,0.1,0.5,-0.2,0.2,0.0,0.1,-0.2,-0.3
