Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
11,Seattle Mariners1.4,CHW0.6,WSN1.9,TOR-0.6,STL1.8,STL0.5,MIL0.3,DET0.3,CHW0.2,NYY0.9,SFG0.1,SFG0.6,ATH0.2,SDP0.8,DET0.0,DET-0.1
12,Tampa Bay Rays1.4,PIT0.6,HOU1.8,CIN-0.7,TOR1.7,CHW0.3,ARI0.1,LAD0.2,DET0.1,SEA0.9,NYM0.1,STL0.6,MIN0.1,NYM0.8,MIN-0.1,NYY-0.1
13,Arizona Diamondbacks1.3,STL0.2,PIT1.7,BOS-0.7,HOU1.1,CLE0.1,BAL0.0,SEA0.2,BAL0.1,BAL0.8,LAA-0.2,SDP0.5,TEX0.1,SFG0.5,ARI-0.1,MIA-0.1
14,Cincinnati Reds1.3,TEX0.1,MIL1.3,PHI-0.7,TEX0.1,MIN0.0,ATH-0.4,MIA0.1,STL0.0,CHC0.7,MIL-0.2,DET0.4,MIL-0.1,MIA0.4,CIN-0.1,STL-0.2
15,San Francisco Giants1.2,MIL-0.6,SDP1.2,TBR-0.8,PHI-0.4,HOU0.0,MIN-0.4,SDP0.1,CHC0.0,PIT0.6,TOR-0.2,TBR0.4,CIN-0.1,WSN0.3,STL-0.1,ATH-0.2
16,San Diego Padres0.9,TOR-0.9,ARI0.9,MIA-0.9,SDP-0.6,ATH0.0,LAA-0.5,PHI0.1,KCR0.0,PHI0.6,COL-0.3,KCR0.3,MIA-0.1,HOU0.3,MIL-0.2,WSN-0.2
17,Toronto Blue Jays0.8,ARI-1.0,STL0.7,SEA-1.0,MIN-0.9,NYY-0.1,STL-0.6,PIT-0.1,WSN-0.1,CIN0.6,ATH-0.3,PIT0.2,BAL-0.2,CIN0.1,NYM-0.3,PHI-0.3
18,Atlanta Braves0.8,ATL-1.2,SFG0.1,ATL-1.1,SFG-1.4,PHI-0.2,KCR-0.7,ATL-0.2,NYM-0.2,STL0.6,CIN-0.4,NYM0.1,SFG-0.2,ARI0.0,PIT-0.4,LAA-0.3
19,Kansas City Royals0.5,TBR-1.3,ATL-0.2,PIT-1.1,MIL-1.6,MIA-0.2,SDP-0.7,BAL-0.2,NYY-0.2,TOR0.3,PHI-0.4,TEX0.1,ATL-0.5,TOR-0.1,SDP-0.4,SEA-0.3
20,Texas Rangers0.2,BOS-1.4,TOR-0.3,CLE-1.2,CIN-1.6,ARI-0.2,TEX-0.8,CHW-0.3,TBR-0.2,SDP0.1,MIA-0.5,MIL-0.2,TOR-0.6,MIL-0.5,WSN-0.5,TEX-0.3
21,Milwaukee Brewers-2.2,LAA-1.5,CLE-0.4,CHC-1.3,BAL-1.7,LAA-0.2,SEA-1.0,MIN-0.5,LAD-0.2,ATL-0.1,TBR-0.6,WSN-0.3,PHI-0.6,ATH-1.0,SFG-0.5,SFG-0.4
22,Pittsburgh Pirates-3.5,SEA-1.5,TBR-0.5,CHW-1.6,WSN-1.8,PIT-0.2,HOU-1.0,HOU-0.5,SEA-0.3,MIN-0.1,BAL-0.6,ATL-0.4,WSN-0.7,BAL-1.2,LAA-0.6,BAL-0.4
23,Washington Nationals-3.6,CLE-1.6,SEA-0.5,ARI-1.8,ATH-2.3,TBR-0.3,WSN-1.1,WSN-0.7,MIA-0.4,MIA-0.5,ARI-0.7,BAL-0.4,STL-0.8,PIT-1.6,TBR-0.8,PIT-0.4
24,Cleveland Guardians-4.1,WSN-1.8,BOS-0.7,LAD-1.8,CLE-2.5,TEX-0.3,PIT-1.3,ATH-0.7,PIT-0.7,DET-0.5,PIT-0.8,LAA-0.5,SEA-0.8,LAA-1.7,HOU-0.9,MIL-0.4
25,Los Angeles Angels-5.5,CHC-2.1,CHC-0.8,MIL-1.8,MIA-3.1,WSN-0.6,SFG-1.3,TEX-0.7,CIN-0.8,BOS-0.7,ATL-0.9,ARI-0.7,CHW-0.9,ATL-1.8,MIA-0.9,MIN-0.5
26,Chicago White Sox-5.9,LAD-3.0,ATH-0.8,BAL-3.3,LAA-4.0,KCR-0.7,BOS-1.4,BOS-0.8,PHI-0.8,COL-0.8,CHW-0.9,CHW-0.7,PIT-1.0,PHI-1.9,KCR-1.0,KCR-0.6
27,Miami Marlins-6.4,MIA-3.3,LAD-1.2,TEX-3.5,PIT-4.1,SDP-0.8,CHW-1.5,LAA-0.9,MIL-0.9,CHW-1.0,HOU-1.0,PHI-0.9,LAA-1.0,CLE-2.3,CHW-1.0,CHW-0.7
28,Athletics-6.7,ATH-4.4,MIA-2.4,ATH-3.6,KCR-5.1,SFG-0.8,MIA-1.5,CIN-0.9,LAA-1.1,SFG-1.1,LAD-1.1,ATH-0.9,COL-1.8,CHW-2.5,TOR-1.1,SDP-0.8
29,Baltimore Orioles-8.6,COL-5.1,BAL-3.6,WSN-3.7,CHW-6.5,COL-1.2,COL-1.7,KCR-1.3,ATH-1.2,CLE-1.3,KCR-1.2,COL-1.2,CLE-1.8,KCR-2.8,TEX-1.1,CLE-0.8
30,Colorado Rockies-16.3,BAL-6.9,COL-5.2,LAA-4.3,COL-11.2,BAL-1.2,CIN-1.7,COL-2.0,MIN-1.3,MIL-1.9,SDP-1.3,CLE-1.7,KCR-1.9,COL-3.3,COL-1.2,COL-1.3
AVG,-0.0,-0.0,0.9,-0.8,-0.0,0.2,-0.3,-0.1,0.0,0.4,-0.1,0.2,0.0,0.1,-0.1,-0.3
