Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
15,Cincinnati Reds1.4,TOR-0.5,MIL1.5,PIT-0.7,SFG-0.2,NYY-0.1,LAA-0.2,CLE-0.1,DET0.1,CHC0.9,CIN-0.5,NYM0.4,SFG0.0,SDP0.1,MIN-0.2,DET-0.2
16,San Diego Padres1.1,STL-0.5,ARI0.8,STL-1.0,MIN-0.5,ARI-0.2,TEX-0.3,ATL-0.2,CHW0.0,ARI0.8,MIA-0.5,PIT0.4,MIL0.0,MIA0.0,CIN-0.2,HOU-0.2
17,Atlanta Braves0.7,MIL-0.6,TOR0.5,TOR-1.0,MIL-0.6,MIA-0.3,ATH-0.4,MIA-0.2,CHC-0.1,PIT0.7,LAA-0.5,TBR0.3,MIN0.0,MIL-0.2,TBR-0.3,SFG-0.3
18,Seattle Mariners0.0,ARI-0.7,STL0.5,CHC-1.2,CIN-1.8,HOU-0.3,BAL-0.4,PIT-0.2,WSN-0.2,MIA0.1,TBR-0.6,DET0.2,CIN-0.2,STL-0.2,NYM-0.3,STL-0.3
19,St. Louis Cardinals-0.1,CLE-0.9,ATL0.0,CHW-1.2,BAL-2.1,PHI-0.3,KCR-0.6,MIN-0.3,STL-0.2,TOR0.1,TOR-0.6,SDP0.2,MIA-0.2,HOU-0.3,PIT-0.4,SEA-0.4
20,Kansas City Royals-0.3,LAA-1.0,TBR0.0,MIA-1.4,CLE-2.4,TBR-0.4,SDP-0.9,SDP-0.6,SEA-0.2,STL0.1,ATH-0.6,LAA-0.2,TOR-0.5,TOR-0.4,SFG-0.5,LAA-0.4
21,Milwaukee Brewers-1.2,ATL-1.6,SFG-0.1,BAL-1.5,WSN-2.7,PIT-0.4,BOS-1.0,CHW-0.7,NYY-0.2,ATL-0.1,BAL-0.7,MIL-0.3,LAA-0.7,ATH-1.0,TOR-0.9,PIT-0.4
22,Pittsburgh Pirates-2.9,WSN-2.0,CLE-0.4,ATL-1.5,SDP-2.8,TEX-0.5,WSN-1.1,ATH-0.7,PIT-0.3,BOS-0.2,ARI-0.7,ATL-0.4,BAL-0.7,LAA-1.4,KCR-0.9,MIL-0.4
23,Cleveland Guardians-3.3,BOS-2.9,SEA-1.6,ARI-1.5,ATH-2.8,ATH-0.5,PIT-1.4,PHI-0.8,NYM-0.4,SDP-0.2,PHI-1.0,WSN-0.5,CHW-0.9,ATL-1.6,LAA-0.9,ATH-0.5
24,Washington Nationals-4.7,CHC-3.0,CHC-1.8,LAD-1.7,PHI-3.0,LAA-0.6,SFG-1.4,HOU-0.8,MIL-0.6,MIN-0.4,HOU-1.1,BAL-0.5,STL-1.0,BAL-1.9,SDP-0.9,MIN-0.6
25,Los Angeles Angels-6.0,SEA-3.2,LAD-2.4,SEA-1.7,MIA-4.4,SDP-0.7,SEA-1.4,WSN-0.9,PHI-0.7,DET-0.6,KCR-1.2,ATH-0.6,PHI-1.2,PIT-2.2,WSN-1.0,PHI-0.6
26,Baltimore Orioles-6.8,LAD-4.1,BOS-2.5,MIL-2.1,PIT-4.6,KCR-0.7,HOU-1.5,CIN-1.2,MIN-0.9,COL-0.9,PIT-1.3,ARI-0.7,SEA-1.3,CLE-2.2,CHW-1.1,KCR-0.7
27,Chicago White Sox-7.0,BAL-4.7,ATH-2.9,TEX-2.5,KCR-4.9,COL-1.0,CIN-1.6,BOS-1.3,MIA-0.9,SFG-0.9,ATL-1.3,PHI-0.9,PIT-1.3,PHI-3.1,TEX-1.1,CHW-0.8
28,Miami Marlins-9.4,MIA-5.0,BAL-3.2,LAA-3.4,LAA-5.0,SFG-1.2,CHW-1.8,KCR-1.4,CIN-1.2,CHW-1.0,CHW-1.3,CHW-1.0,COL-1.6,CHW-3.2,COL-1.2,CLE-1.1
29,Athletics-9.6,COL-6.0,MIA-3.6,ATH-4.0,CHW-8.1,BAL-1.3,MIA-1.8,LAA-1.4,LAA-1.5,CLE-1.2,LAD-1.4,COL-1.7,CLE-2.0,KCR-3.2,HOU-1.2,SDP-1.2
30,Colorado Rockies-17.9,ATH-6.8,COL-6.0,WSN-4.0,COL-11.9,WSN-1.4,COL-2.1,COL-2.2,ATH-1.7,MIL-1.5,SDP-1.7,CLE-1.9,KCR-2.4,COL-3.7,MIA-1.2,COL-1.2
AVG,0.0,-0.0,0.8,-0.8,0.0,0.1,-0.3,-0.1,0.2,0.5,-0.2,0.3,0.0,0.1,-0.2,-0.3
