gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
83,704,764,384,131,11,88,660,287,9,720,32,.255,2823,.329,.403,.732,15,70,.824,51,12314,3167,1137,366,594,7,18,.302,0.92,0,32.08,Philadelphia Phillies
82,699,725,338,115,8,83,699,291,9,678,24,.244,2774,.319,.381,.700,13,42,.764,52,12347,3116,1058,325,606,7,20,.296,0.96,0,33.42,Atlanta Braves
83,642,781,282,124,7,65,721,271,4,597,17,.220,2708,.293,.343,.636,17,56,.767,50,11892,3033,930,268,560,12,21,.274,0.82,4,41.66,Chicago White Sox
81,733,721,347,141,12,72,661,243,5,711,19,.255,2788,.317,.392,.709,25,64,.719,47,11585,3088,1092,334,574,16,22,.308,1.02,0,38.72,Miami Marlins
82,642,735,410,141,13,122,731,323,23,701,33,.252,2777,.334,.444,.778,20,58,.744,55,12539,3170,1234,394,608,3,29,.296,0.87,5,22.76,New York Yankees
83,727,736,394,121,8,77,664,286,10,689,33,.249,2772,.323,.381,.704,28,97,.776,43,12213,3138,1057,366,567,18,26,.298,0.99,3,36.00,Milwaukee Brewers
82,622,710,355,109,8,124,801,222,10,624,44,.228,2732,.295,.410,.705,17,37,.685,48,11849,3026,1121,342,494,7,18,.274,0.88,3,22.03,Los Angeles Angels
82,711,783,428,148,17,119,633,292,9,713,39,.255,2792,.331,.448,.779,19,61,.763,55,12227,3172,1252,420,562,13,35,.286,0.91,1,23.46,Arizona Diamondbacks
82,654,728,340,122,10,98,724,235,7,655,39,.239,2736,.306,.399,.705,16,58,.784,61,11969,3035,1091,319,525,3,22,.288,0.90,0,27.92,Baltimore Orioles
84,684,734,396,156,12,101,781,283,16,719,39,.249,2893,.322,.415,.737,17,69,.802,47,12643,3241,1202,377,600,7,19,.304,0.93,0,28.64,Boston Red Sox
83,660,866,453,146,17,124,648,286,9,740,22,.257,2882,.326,.448,.774,17,99,.853,36,12566,3222,1292,444,574,7,25,.289,0.76,0,23.24,Chicago Cubs
83,670,728,384,137,10,91,725,281,7,688,26,.247,2783,.320,.402,.722,23,65,.739,52,12211,3118,1118,366,546,6,22,.300,0.92,0,30.58,Cincinnati Reds
82,616,795,303,114,8,81,670,251,12,601,28,.227,2645,.298,.368,.666,18,65,.783,51,11599,2961,974,288,512,11,26,.271,0.77,0,32.65,Cleveland Guardians
83,631,720,291,133,25,78,817,223,5,627,29,.226,2770,.289,.377,.666,20,43,.683,61,11624,3047,1044,285,519,8,17,.290,0.88,0,35.51,Colorado Rockies
84,618,803,421,137,18,104,728,269,7,725,37,.255,2840,.325,.426,.751,7,30,.811,47,12345,3183,1210,405,562,5,29,.305,0.77,3,27.31,Detroit Tigers
83,677,774,348,117,7,90,643,240,7,707,39,.255,2770,.321,.400,.721,19,46,.708,69,11525,3080,1108,331,568,9,22,.300,0.87,0,30.78,Houston Astros
83,671,903,276,140,15,58,565,200,13,683,27,.246,2781,.300,.369,.669,29,64,.688,43,11458,3050,1027,272,569,18,23,.287,0.74,1,47.95,Kansas City Royals
84,654,812,472,144,15,131,687,314,18,757,30,.263,2878,.339,.460,.799,14,45,.763,60,12729,3256,1324,454,575,3,29,.300,0.81,2,21.97,Los Angeles Dodgers
83,830,678,359,137,10,85,627,235,5,678,38,.244,2778,.310,.392,.702,29,72,.713,50,11693,3087,1090,343,517,15,20,.284,1.22,1,32.68,Washington Nationals
84,733,756,367,133,13,108,661,293,14,688,50,.245,2807,.324,.417,.741,10,64,.865,69,12608,3183,1171,358,604,3,28,.281,0.97,2,25.99,New York Mets
